GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X1_000717	scaffold_11:314612-318940	-	1425	hypothetical protein													
X1_000718	scaffold_11:320115-323358	-	1028	hypothetical protein													
X1_000719	scaffold_11:324960-325428	+	124	hypothetical protein													
X1_000720	scaffold_11:325746-327699	-	329	hypothetical protein		ENOG41											
X1_000721	scaffold_11:328659-329966	+	312	hypothetical protein													
X1_000722	scaffold_11:331094-336590	+	1831	hypothetical protein		ENOG41											
X1_000723	scaffold_11:338143-339015	+	244	hypothetical protein													
X1_000724	scaffold_11:340032-340753	-	183	hypothetical protein													
X1_000725	scaffold_11:342503-344834	+	748	hypothetical protein		ENOG41											
X1_000726	scaffold_11:345269-347414	+	447	hypothetical protein		ENOG41											
X1_000727	scaffold_11:640877-642859	-	547	hypothetical protein		ENOG41											
X1_000728	scaffold_11:644116-646006	-	604	hypothetical protein													
X1_000729	scaffold_11:647051-648281	-	409	hypothetical protein		ENOG41											
X1_000730	scaffold_11:648752-650520	+	542	hypothetical protein													
X1_000731	scaffold_11:650846-651485	-	212	hypothetical protein		ENOG41											
X1_000732	scaffold_11:652030-653233	+	400	hypothetical protein		ENOG41											
X1_000733	scaffold_11:653615-656544	-	957	hypothetical protein													
X1_000734	scaffold_11:695748-698139	+	445	hypothetical protein		ENOG41											
X1_000735	scaffold_11:698836-701636	+	701	hypothetical protein													
X1_000736	scaffold_11:701904-703623	-	428	hypothetical protein		ENOG41											
X1_000737	scaffold_11:704944-706076	-	317	hypothetical protein													
X1_000738	scaffold_11:706780-709107	+	733	hypothetical protein													
X1_000739	scaffold_11:709514-711860	-	781	hypothetical protein		ENOG41											
X1_000740	scaffold_11:712280-714470	+	665	hypothetical protein													
X1_000741	scaffold_11:747505-751099	+	1126	hypothetical protein													
X1_000742	scaffold_11:751676-753171	-	479	hypothetical protein													
X1_000743	scaffold_11:754144-754656	-	153	mitochondrial membrane protein													
X1_000744	scaffold_11:754889-755852	+	207	kinetochore-associated Ndc80 complex subunit spc24													
X1_000745	scaffold_11:756772-759121	+	720	hypothetical protein		ENOG41											
X1_000746	scaffold_11:759752-766403	+	1916	hypothetical protein													
X1_000747	scaffold_11:766897-767384	-	142	hypothetical protein													
X1_000748	scaffold_11:767600-768317	+	238	hypothetical protein		ENOG41											
X1_000749	scaffold_11:769601-771374	-	538	hypothetical protein		ENOG41											
X1_000750	scaffold_11:771813-773304	+	479	hypothetical protein		ENOG41											
X1_000751	scaffold_11:774494-775394	-	280	hypothetical protein													
X1_000752	scaffold_11:777152-778705	+	466	hypothetical protein		ENOG41											
X1_000753	scaffold_11:778734-779494	-	231	hypothetical protein		ENOG41											
X1_000754	scaffold_11:780364-782119	-	584	hypothetical protein													
X1_000755	scaffold_11:782802-785311	-	727	hypothetical protein													
X1_000756	scaffold_11:786262-790817	+	871	hypothetical protein		ENOG41											
X1_000757	scaffold_11:791642-793040	+	465	hypothetical protein													
X1_000758	scaffold_11:793754-797422	+	1093	hypothetical protein													
X1_000759	scaffold_11:797643-799619	-	622	hypothetical protein		ENOG41											
X1_000760	scaffold_11:800114-803111	+	895	hypothetical protein													
X1_000761	scaffold_11:803440-804691	+	401	hypothetical protein													
X1_000762	scaffold_11:804793-805855	-	353	hypothetical protein													
X1_000763	scaffold_11:806053-808323	+	656	hypothetical protein													
X1_000764	scaffold_11:808831-810448	-	454	hypothetical protein													
X1_000765	scaffold_11:810959-813537	+	804	hypothetical protein		ENOG41											
X1_000766	scaffold_11:814599-816507	-	635	hypothetical protein													
X1_000767	scaffold_11:817057-819490	+	810	hypothetical protein													
X1_000768	scaffold_11:819793-821463	-	519	hypothetical protein		ENOG41											
X1_000769	scaffold_11:821743-824764	+	697	hypothetical protein													
X1_000808	scaffold_12:2556-5450	+	852	hypothetical protein													
X1_000809	scaffold_12:6557-8231	-	538	hypothetical protein													
X1_000810	scaffold_12:8606-9960	+	414	hypothetical protein		ENOG41											
X1_000811	scaffold_12:10268-12114	-	532	hypothetical protein													
X1_000812	scaffold_12:12490-13552	+	353	hypothetical protein		ENOG41											
X1_000813	scaffold_12:13887-14317	-	107	hypothetical protein		ENOG41											
X1_000814	scaffold_12:14546-15827	+	426	hypothetical protein													
X1_000815	scaffold_12:16300-18028	-	536	hypothetical protein													
X1_000816	scaffold_12:18338-19307	+	276	hypothetical protein		ENOG41											
X1_000817	scaffold_12:19864-22415	+	763	hypothetical protein													
X1_000818	scaffold_12:24510-25654	-	296	hypothetical protein													
X1_000819	scaffold_12:26641-28147	-	501	hypothetical protein		ENOG41											
X1_000820	scaffold_12:30534-33482	-	877	hypothetical protein													
X1_000821	scaffold_12:33721-34386	+	205	hypothetical protein		ENOG41											
X1_000822	scaffold_12:35426-36811	-	397	hypothetical protein		ENOG41											
X1_000823	scaffold_12:36945-38372	+	432	hypothetical protein													
X1_000824	scaffold_12:39077-43346	-	1342	hypothetical protein													
X1_000825	scaffold_12:46729-49572	+	871	hypothetical protein		ENOG41											
X1_000826	scaffold_12:50170-52113	+	605	hypothetical protein													
X1_000827	scaffold_12:55114-56138	+	280	hypothetical protein													
X1_000828	scaffold_12:57381-57960	+	192	hypothetical protein													
X1_000829	scaffold_12:58243-60021	-	549	hypothetical protein		ENOG41											
X1_000830	scaffold_12:61019-65100	+	1164	hypothetical protein		ENOG41											
X1_000831	scaffold_12:66654-68371	+	537	hypothetical protein													
X1_000832	scaffold_12:68704-71664	-	860	hypothetical protein													
X1_000833	scaffold_12:71994-75264	+	1089	hypothetical protein													
X1_000834	scaffold_12:75706-78564	-	685	hypothetical protein													
X1_000835	scaffold_12:86457-89921	-	1109	hypothetical protein													
X1_000836	scaffold_12:90738-92434	-	479	hypothetical protein													
X1_000837	scaffold_12:93530-94230	-	163	translation initiation factor eIF5A													
X1_000838	scaffold_12:94579-96840	+	677	hypothetical protein													
X1_000839	scaffold_12:109938-112107	-	646	hypothetical protein		ENOG41											
X1_000841	scaffold_12:115999-117661	+	416	hypothetical protein													
X1_000842	scaffold_12:118459-120493	-	677	hypothetical protein		ENOG41											
X1_000843	scaffold_12:121175-122522	+	162	hypothetical protein													
X1_000844	scaffold_12:123628-126528	-	897	hypothetical protein		ENOG41											
X1_000845	scaffold_12:127608-128259	-	216	hypothetical protein													
X1_000846	scaffold_12:130783-132021	+	378	hypothetical protein		ENOG41											
X1_000847	scaffold_12:133527-135678	-	716	hypothetical protein		ENOG41											
X1_000848	scaffold_12:137573-139421	-	550	hypothetical protein													
X1_000849	scaffold_12:140645-141047	-	133	hypothetical protein													
X1_000850	scaffold_12:144445-146923	-	380	hypothetical protein													
X1_000851	scaffold_12:150142-150664	-	173	hypothetical protein													
X1_000852	scaffold_12:151928-152555	+	208	hypothetical protein													
X1_000853	scaffold_12:155803-156013	-	69	hypothetical protein													
X1_000854	scaffold_12:159526-159919	+	130	hypothetical protein		ENOG41											
X1_000855	scaffold_12:166105-167050	-	314	hypothetical protein													
X1_000856	scaffold_12:167955-168483	-	175	hypothetical protein													
X1_000857	scaffold_12:170653-171473	-	218	hypothetical protein													
X1_000858	scaffold_12:173169-174349	-	323	hypothetical protein		ENOG41											
X1_000859	scaffold_12:174544-175153	+	142	hypothetical protein		ENOG41											
X1_000860	scaffold_12:175254-176343	-	270	hypothetical protein													
X1_000861	scaffold_12:177556-180278	+	870	hypothetical protein													
X1_000862	scaffold_12:181095-182959	-	583	hypothetical protein		ENOG41											
X1_000863	scaffold_12:183878-184537	-	130	hypothetical protein		ENOG41											
X1_000864	scaffold_12:185024-185783	-	252	hypothetical protein		ENOG41											
X1_000865	scaffold_12:186139-187303	-	337	hypothetical protein													
X1_000866	scaffold_12:188228-189809	+	481	hypothetical protein													
X1_000867	scaffold_12:191017-191495	+	116	hypothetical protein													
X1_000868	scaffold_12:191927-192794	-	288	hypothetical protein													
X1_000869	scaffold_12:192991-194100	+	351	hypothetical protein													
X1_000870	scaffold_12:194707-196156	-	482	hypothetical protein		ENOG41											
X1_000871	scaffold_12:196993-199618	-	874	hypothetical protein		ENOG41											
X1_000872	scaffold_12:200530-201558	-	253	U2 snRNP complex subunit													
X1_000873	scaffold_12:201930-203021	-	269	hypothetical protein		ENOG41											
X1_000874	scaffold_12:203551-204202	-	216	hypothetical protein		ENOG41											
X1_000875	scaffold_12:205176-206064	+	278	hypothetical protein													
X1_000876	scaffold_12:206468-209567	-	794	Mitochondrial fission protein													
X1_000877	scaffold_12:209880-210775	+	264	hypothetical protein													
X1_000878	scaffold_12:210842-211874	-	327	hypothetical protein													
X1_000879	scaffold_12:211992-214707	+	774	GMP synthase (glutamine-hydrolyzing)													
X1_000880	scaffold_12:215140-220050	+	1584	hypothetical protein													
X1_000881	scaffold_12:220304-221222	+	210	hypothetical protein													
X1_000882	scaffold_12:221483-222975	-	443	alpha-1,2-mannosyltransferase ktr1													
X1_000883	scaffold_12:223588-226283	+	862	hypothetical protein													
X1_000884	scaffold_12:226741-227320	-	192	hypothetical protein													
X1_000885	scaffold_12:229143-230425	-	410	hypothetical protein													
X1_000886	scaffold_12:230605-231115	+	169	hypothetical protein													
X1_000887	scaffold_12:231222-232229	-	317	hypothetical protein													
X1_000888	scaffold_12:234904-238373	-	1097	hypothetical protein		ENOG41											
X1_000889	scaffold_12:240181-247906	+	2394	hypothetical protein		ENOG41											
X1_000890	scaffold_12:248512-249196	+	227	hypothetical protein		ENOG41											
X1_000891	scaffold_12:249685-250363	+	225	hypothetical protein		ENOG41											
X1_000892	scaffold_12:250644-252604	-	599	ribose-phosphate pyrophosphokinase 1													
X1_000893	scaffold_12:253346-255249	+	584	hypothetical protein		ENOG41											
X1_000894	scaffold_12:256500-257866	+	386	hypothetical protein		ENOG41											
X1_000895	scaffold_12:258185-260290	-	611	T-complex protein 1 subunit alpha													
X1_000896	scaffold_12:260593-261529	+	311	hypothetical protein													
X1_000897	scaffold_12:262012-263753	-	488	hypothetical protein		ENOG41											
X1_000898	scaffold_12:264255-264709	+	135	hypothetical protein													
X1_000899	scaffold_12:264738-266120	-	423	hypothetical protein													
X1_000900	scaffold_12:270506-271055	-	142	hypothetical protein													
X1_000901	scaffold_12:275467-277018	-	498	hypothetical protein													
X1_000902	scaffold_12:280426-281526	+	346	hypothetical protein													
X1_000903	scaffold_12:282712-283903	-	359	hypothetical protein													
X1_000904	scaffold_12:284432-285859	-	423	hypothetical protein													
X1_000905	scaffold_12:286347-288124	-	572	hypothetical protein													
X1_000906	scaffold_12:290964-292422	+	441	hypothetical protein		ENOG41											
X1_000907	scaffold_12:294049-298134	-	1175	hypothetical protein													
X1_000908	scaffold_12:308896-309887	-	246	hypothetical protein													
X1_000909	scaffold_12:310216-311367	-	311	hypothetical protein		ENOG41											
X1_000910	scaffold_12:311700-314323	+	852	hypothetical protein													
X1_000911	scaffold_12:315308-316467	+	367	hypothetical protein		ENOG41											
X1_000912	scaffold_12:317503-319788	+	709	hypothetical protein													
X1_000913	scaffold_12:320349-321664	+	412	hypothetical protein		ENOG41											
X1_000914	scaffold_12:322716-323586	-	289	hypothetical protein													
X1_000915	scaffold_12:324893-326436	-	442	hypothetical protein		ENOG41											
X1_000916	scaffold_12:327297-328200	-	265	hypothetical protein													
X1_000917	scaffold_12:328507-329890	+	460	hypothetical protein													
X1_000918	scaffold_12:329990-331011	-	287	hypothetical protein													
X1_000919	scaffold_12:331509-333560	-	667	hypothetical protein		ENOG41											
X1_000920	scaffold_12:335320-336759	+	408	hypothetical protein		ENOG41											
X1_000921	scaffold_12:336790-339169	-	792	hypothetical protein													
X1_000922	scaffold_12:339512-340695	+	375	hypothetical protein													
X1_000923	scaffold_12:340714-341566	-	283	hypothetical protein													
X1_000924	scaffold_12:341822-345552	+	1222	hypothetical protein													
X1_000925	scaffold_12:346506-346992	+	161	hypothetical protein													
X1_000926	scaffold_12:347462-349940	-	825	hypothetical protein		ENOG41											
X1_000927	scaffold_12:350884-351569	+	210	hypothetical protein		ENOG41											
X1_000928	scaffold_12:351587-352398	-	249	hypothetical protein													
X1_000929	scaffold_12:353283-354537	-	417	hypothetical protein		ENOG41											
X1_000930	scaffold_12:355488-356463	-	279	hypothetical protein		ENOG41											
X1_000931	scaffold_12:358147-361747	-	1013	hypothetical protein													
X1_000932	scaffold_12:362262-364843	+	824	hypothetical protein		ENOG41											
X1_000933	scaffold_12:365385-367442	-	647	hypothetical protein		ENOG41											
X1_000934	scaffold_12:368198-376047	-	2566	hypothetical protein		ENOG41											
X1_000935	scaffold_12:376537-379339	+	726	hypothetical protein													
X1_000936	scaffold_12:381772-383853	+	603	hypothetical protein		ENOG41											
X1_000937	scaffold_12:384409-386019	-	483	hypothetical protein													
X1_000938	scaffold_12:386366-388704	+	695	hypothetical protein		ENOG41											
X1_000939	scaffold_12:389173-390159	+	310	hypothetical protein		ENOG41											
X1_000940	scaffold_12:390527-391869	-	429	hypothetical protein		ENOG41											
X1_000941	scaffold_12:393416-395113	+	545	hypothetical protein													
X1_000942	scaffold_12:396180-397542	-	401	hypothetical protein		ENOG41											
X1_000943	scaffold_12:398166-398729	+	163	Peptidyl-prolyl cis-trans isomerase cyp10													
X1_000944	scaffold_12:403396-406285	-	962	hypothetical protein		ENOG41											
X1_000945	scaffold_12:407783-408737	+	269	hypothetical protein		ENOG41											
X1_000946	scaffold_12:409817-413429	+	1152	hypothetical protein		ENOG41											
X1_000947	scaffold_12:414074-417012	+	908	proteasome regulatory particle base subunit													
X1_000948	scaffold_12:418750-420754	+	644	hypothetical protein													
X1_000949	scaffold_12:420907-421874	-	286	hypothetical protein													
X1_000950	scaffold_12:422161-425670	+	1012	ATP-dependent RNA helicase dbp10													
X1_000951	scaffold_12:426175-427536	+	366	hypothetical protein													
X1_000952	scaffold_12:429272-432120	+	931	hypothetical protein													
X1_000953	scaffold_12:432354-437479	-	1223	hypothetical protein		ENOG41											
X1_000954	scaffold_12:440144-443417	+	624	hypothetical protein													
X1_000955	scaffold_12:444826-446060	+	332	hypothetical protein													
X1_000956	scaffold_12:446997-448250	+	355	hypothetical protein													
X1_000957	scaffold_12:449422-451707	+	692	hypothetical protein													
X1_000958	scaffold_12:452396-453446	-	349	hypothetical protein													
X1_000959	scaffold_12:454929-456721	-	547	hypothetical protein		ENOG41											
X1_000960	scaffold_12:458021-459053	+	343	hypothetical protein		ENOG41											
X1_000961	scaffold_12:459707-463231	-	1067	hypothetical protein													
X1_000962	scaffold_12:463740-465377	+	465	autophagy protein													
X1_000963	scaffold_12:465854-468114	-	735	hypothetical protein		ENOG41											
X1_000964	scaffold_12:468632-470695	-	627	hypothetical protein		ENOG41											
X1_000965	scaffold_12:473577-476112	+	686	hypothetical protein		ENOG41											
X1_000966	scaffold_12:476945-479960	+	1004	hypothetical protein		ENOG41											
X1_000967	scaffold_12:480266-480995	+	219	hypothetical protein													
X1_000968	scaffold_12:482539-484772	-	687	hypothetical protein													
X1_000969	scaffold_12:485794-487421	+	487	hypothetical protein													
X1_000970	scaffold_12:487736-489946	-	700	hypothetical protein													
X1_000971	scaffold_12:490254-491103	+	282	hypothetical protein													
X1_000972	scaffold_12:491274-499198	-	1944	hypothetical protein													
X1_000973	scaffold_12:499854-500882	+	321	hypothetical protein		ENOG41											
X1_000974	scaffold_12:501573-517213	+	4743	hypothetical protein													
X1_000975	scaffold_12:519124-521903	-	909	hypothetical protein		ENOG41											
X1_000976	scaffold_12:522304-523619	-	404	hypothetical protein													
X1_000977	scaffold_12:525866-526419	+	163	hypothetical protein		ENOG41											
X1_000978	scaffold_12:526617-527637	-	301	hypothetical protein		ENOG41											
X1_000979	scaffold_12:527818-530254	+	811	hypothetical protein													
X1_000980	scaffold_12:531346-532750	+	467	hypothetical protein		ENOG41											
X1_000981	scaffold_12:533225-534650	+	417	hypothetical protein		ENOG41											
X1_000982	scaffold_12:537476-538382	-	245	hypothetical protein													
X1_000983	scaffold_12:538939-539430	-	104	10 kDa heat shock protein													
X1_000984	scaffold_12:539911-545476	-	1836	hypothetical protein													
X1_000985	scaffold_12:546010-548341	-	776	hypothetical protein													
X1_000986	scaffold_12:548730-550538	-	583	hypothetical protein													
X1_000987	scaffold_12:550926-554246	-	1005	hypothetical protein													
X1_000988	scaffold_12:557406-558507	+	366	hypothetical protein		ENOG41											
X1_000989	scaffold_12:558538-560655	-	548	hypothetical protein													
X1_000990	scaffold_12:560780-562005	+	373	hypothetical protein													
X1_000991	scaffold_12:562998-563610	-	203	hypothetical protein													
X1_000992	scaffold_12:563821-564369	+	114	hypothetical protein													
X1_000993	scaffold_12:564721-565696	-	285	hypothetical protein													
X1_000994	scaffold_12:567425-568939	-	425	hypothetical protein		ENOG41											
X1_000995	scaffold_12:570573-572335	+	214	hypothetical protein		ENOG41											
X1_000996	scaffold_12:572804-576323	-	907	hypothetical protein													
X1_000997	scaffold_12:577582-578314	+	243	hypothetical protein													
X1_000998	scaffold_12:578768-579155	+	128	hypothetical protein													
X1_000999	scaffold_12:579969-583692	-	1142	hypothetical protein		ENOG41											
X1_001000	scaffold_12:677762-679315	+	480	hypothetical protein		ENOG41											
X1_001001	scaffold_12:679733-682053	-	670	hypothetical protein													
X1_001002	scaffold_12:682371-683179	-	198	H(+)-transporting V0 sector ATPase subunit c''													
X1_001003	scaffold_12:683353-683825	+	116	Transcription initiation factor IIA small chain (TFIIA 13.5 kDa subunit)													
X1_001004	scaffold_12:684356-685089	+	202	hypothetical protein		ENOG41											
X1_001005	scaffold_12:685203-687305	-	662	hypothetical protein													
X1_001006	scaffold_12:687570-688250	+	177	hypothetical protein													
X1_001007	scaffold_12:688834-690105	+	404	hypothetical protein		ENOG41											
X1_001008	scaffold_12:698089-699364	-	406	hypothetical protein		ENOG41											
X1_001009	scaffold_12:700547-703441	-	529	hypothetical protein		ENOG41											
X1_001010	scaffold_12:704829-705454	+	178	hypothetical protein													
X1_001011	scaffold_12:705568-706785	-	345	hypothetical protein													
X1_001012	scaffold_12:706968-708149	+	354	hypothetical protein													
X1_001013	scaffold_12:710079-710623	+	164	hypothetical protein													
X1_001014	scaffold_12:710883-711846	-	302	RNA polymerase II holoenzyme cyclin-like subunit													
X1_001015	scaffold_12:712373-714485	+	581	hypothetical protein													
X1_001016	scaffold_12:714813-715949	-	247	hypothetical protein													
X1_001017	scaffold_12:716267-719438	+	985	hypothetical protein													
X1_001018	scaffold_12:720179-722545	+	772	hypothetical protein		ENOG41											
X1_001019	scaffold_12:723016-725501	-	762	hypothetical protein													
X1_001020	scaffold_12:726372-728328	+	467	hypothetical protein		ENOG41											
X1_001021	scaffold_12:730248-730875	+	208	hypothetical protein													
X1_001022	scaffold_12:731482-732129	-	197	hypothetical protein													
X1_001023	scaffold_12:733229-737932	+	1548	hypothetical protein		ENOG41											
X1_001038	scaffold_13:2616-3936	+	439	hypothetical protein		ENOG41											
X1_001039	scaffold_13:4797-7344	-	710	hypothetical protein													
X1_001040	scaffold_13:8515-10018	-	402	hypothetical protein		ENOG41											
X1_001041	scaffold_13:10817-13394	+	790	hypothetical protein													
X1_001042	scaffold_13:14151-17666	+	1131	hypothetical protein		ENOG41											
X1_001043	scaffold_13:18663-19812	-	382	hypothetical protein		ENOG41											
X1_001044	scaffold_13:20871-21222	-	116	hypothetical protein		ENOG41											
X1_001045	scaffold_13:22533-23610	+	321	hypothetical protein		ENOG41											
X1_001046	scaffold_13:24058-25057	+	332	hypothetical protein		ENOG41											
X1_001047	scaffold_13:26482-27274	-	263	hypothetical protein													
X1_001048	scaffold_13:28442-28802	+	119	hypothetical protein													
X1_001049	scaffold_13:30463-32464	-	637	hypothetical protein		ENOG41											
X1_001050	scaffold_13:33303-34341	+	345	hypothetical protein		ENOG41											
X1_001051	scaffold_13:34827-36652	-	530	hypothetical protein		ENOG41											
X1_001052	scaffold_13:38057-40474	+	660	Alternative oxidase, mitochondrial precursor													
X1_001053	scaffold_13:41734-42424	-	229	hypothetical protein		ENOG41											
X1_001054	scaffold_13:43322-45458	-	692	hypothetical protein		ENOG41											
X1_001055	scaffold_13:46220-49450	-	1057	hypothetical protein													
X1_001056	scaffold_13:49699-51829	+	591	hypothetical protein													
X1_001057	scaffold_13:52232-53022	-	236	hypothetical protein		ENOG41											
X1_001058	scaffold_13:56237-56601	+	86	hypothetical protein		ENOG41											
X1_001059	scaffold_13:58365-58942	+	176	hypothetical protein													
X1_001060	scaffold_13:60078-61227	-	344	hypothetical protein													
X1_001061	scaffold_13:62164-63011	+	219	hypothetical protein		ENOG41											
X1_001062	scaffold_13:64330-68745	+	1436	hypothetical protein		ENOG41											
X1_001063	scaffold_13:70317-71121	+	247	hypothetical protein		ENOG41											
X1_001064	scaffold_13:72104-73373	+	422	hypothetical protein		ENOG41											
X1_001065	scaffold_13:73948-74296	-	115	hypothetical protein		ENOG41											
X1_001066	scaffold_13:75336-75762	+	141	hypothetical protein													
X1_001067	scaffold_13:76201-77465	+	400	hypothetical protein		ENOG41											
X1_001068	scaffold_13:79719-81633	+	578	hypothetical protein		ENOG41											
X1_001069	scaffold_13:82472-84013	+	477	hypothetical protein		ENOG41											
X1_001070	scaffold_13:84842-85481	+	212	hypothetical protein													
X1_001071	scaffold_13:86573-88765	-	665	hypothetical protein		ENOG41											
X1_001072	scaffold_13:89423-91215	-	539	hypothetical protein													
X1_001074	scaffold_13:92084-92651	+	188	hypothetical protein		ENOG41											
X1_001075	scaffold_13:94040-100912	-	1452	hypothetical protein													
X1_001076	scaffold_13:101449-104500	-	881	hypothetical protein		ENOG41											
X1_001077	scaffold_13:104936-105752	-	140	60S ribosomal protein L23A													
X1_001078	scaffold_13:106484-106997	-	170	hypothetical protein													
X1_001079	scaffold_13:108790-110221	-	476	hypothetical protein													
X1_001080	scaffold_13:111698-112321	+	184	hypothetical protein		ENOG41											
X1_001081	scaffold_13:113184-115490	+	682	hypothetical protein		ENOG41											
X1_001082	scaffold_13:115822-117106	-	380	hypothetical protein		ENOG41											
X1_001083	scaffold_13:148940-149654	+	237	hypothetical protein		ENOG41											
X1_001084	scaffold_13:149893-150817	-	307	hypothetical protein		ENOG41											
X1_001085	scaffold_13:163807-165493	-	561	hypothetical protein		ENOG41											
X1_001086	scaffold_13:204340-204751	-	136	hypothetical protein		ENOG41											
X1_001087	scaffold_13:205237-206962	-	546	hypothetical protein		ENOG41											
X1_001088	scaffold_13:208128-210933	-	934	hypothetical protein		ENOG41											
X1_001089	scaffold_13:211686-212034	+	115	hypothetical protein													
X1_001090	scaffold_13:213488-214472	-	309	hypothetical protein		ENOG41											
X1_001091	scaffold_13:215161-215933	-	236	hypothetical protein		ENOG41											
X1_001092	scaffold_13:217190-218235	-	330	hypothetical protein		ENOG41											
X1_001093	scaffold_13:220790-221345	+	132	hypothetical protein		ENOG41											
X1_001094	scaffold_13:225039-225608	+	152	hypothetical protein		ENOG41											
X1_001095	scaffold_13:225800-227370	-	460	hypothetical protein		ENOG41											
X1_001096	scaffold_13:229567-233044	+	1062	hypothetical protein													
X1_001097	scaffold_13:234579-235341	-	253	hypothetical protein		ENOG41											
X1_001098	scaffold_13:235772-237643	+	602	hypothetical protein													
X1_001099	scaffold_13:238062-240275	-	653	histone deacetylase													
X1_001100	scaffold_13:240667-241851	+	332	multicatalytic endopeptidase													
X1_001101	scaffold_13:243465-243918	+	150	hypothetical protein													
X1_001102	scaffold_13:244973-246827	+	617	hypothetical protein		ENOG41											
X1_001103	scaffold_13:248406-249584	+	354	hypothetical protein		ENOG41											
X1_001104	scaffold_13:250753-251470	+	238	adenine phosphoribosyltransferase													
X1_001105	scaffold_13:252399-259543	+	1407	hypothetical protein		ENOG41											
X1_001106	scaffold_13:262742-263145	-	116	hypothetical protein													
X1_001107	scaffold_13:271732-273061	-	442	hypothetical protein													
X1_001108	scaffold_13:273405-276856	+	1039	hypothetical protein		ENOG41											
X1_001109	scaffold_13:279007-280321	+	420	hypothetical protein													
X1_001110	scaffold_13:281119-282721	+	470	hypothetical protein		ENOG41											
X1_001111	scaffold_13:286805-287885	+	359	hypothetical protein													
X1_001112	scaffold_13:288701-290631	-	619	hypothetical protein													
X1_001113	scaffold_13:291392-292028	+	211	hypothetical protein													
X1_001114	scaffold_13:292712-293327	+	204	hypothetical protein													
X1_001115	scaffold_13:295034-297775	+	750	hypothetical protein		ENOG41											
X1_001116	scaffold_13:297971-298546	-	113	hypothetical protein													
X1_001117	scaffold_13:301948-302224	+	74	hypothetical protein													
X1_001118	scaffold_13:303863-305552	+	562	hypothetical protein													
X1_001119	scaffold_13:308603-309407	-	267	hypothetical protein													
X1_001120	scaffold_13:312338-312914	-	191	hypothetical protein		ENOG41											
X1_001121	scaffold_13:314907-315441	-	177	hypothetical protein													
X1_001122	scaffold_13:317014-317740	+	241	hypothetical protein													
X1_001123	scaffold_13:319141-320109	-	295	hypothetical protein		ENOG41											
X1_001124	scaffold_13:320781-322065	-	410	hypothetical protein		ENOG41											
X1_001125	scaffold_13:323534-327201	+	1194	hypothetical protein		ENOG41											
X1_001126	scaffold_13:331577-335331	-	776	hypothetical protein		ENOG41											
X1_001127	scaffold_13:337632-340546	+	920	hypothetical protein		ENOG41											
X1_001128	scaffold_13:342086-344406	-	732	hypothetical protein		ENOG41											
X1_001129	scaffold_13:345000-345317	-	84	hypothetical protein													
X1_001130	scaffold_13:345924-348828	-	967	hypothetical protein		ENOG41											
X1_001131	scaffold_13:350341-351057	+	121	hypothetical protein													
X1_001132	scaffold_13:351285-352737	-	483	hypothetical protein													
X1_001133	scaffold_13:353250-354540	-	351	hypothetical protein		ENOG41											
X1_001134	scaffold_13:355380-356149	+	206	hypothetical protein													
X1_001135	scaffold_13:356579-358152	-	485	hypothetical protein		ENOG41											
X1_001136	scaffold_13:360509-363393	+	781	hypothetical protein													
X1_001137	scaffold_13:364031-365279	+	267	hypothetical protein													
X1_001138	scaffold_13:366843-368733	-	629	hypothetical protein		ENOG41											
X1_001139	scaffold_13:375600-375945	+	114	hypothetical protein													
X1_001140	scaffold_13:391201-392362	-	315	hypothetical protein													
X1_001141	scaffold_13:393158-393476	+	71	hypothetical protein													
X1_001142	scaffold_13:393761-395932	-	687	hypothetical protein													
X1_001143	scaffold_13:396243-404842	+	2048	hypothetical protein													
X1_001144	scaffold_13:406085-409697	+	1203	hypothetical protein		ENOG41											
X1_001145	scaffold_13:410870-412634	-	587	hypothetical protein													
X1_001146	scaffold_13:413335-416251	-	936	hypothetical protein													
X1_001147	scaffold_13:417037-420929	+	1279	hypothetical protein													
X1_001148	scaffold_13:421190-421531	+	88	40S ribosomal protein S21													
X1_001149	scaffold_13:422341-423637	-	431	hypothetical protein													
X1_001150	scaffold_13:529411-530986	-	524	hypothetical protein		ENOG41											
X1_001151	scaffold_13:533227-533815	+	195	hypothetical protein													
X1_001152	scaffold_13:534142-534640	-	114	hypothetical protein		ENOG41											
X1_001153	scaffold_13:535171-536905	+	560	hypothetical protein		ENOG41											
X1_001154	scaffold_13:537017-540199	-	1009	hypothetical protein		ENOG41											
X1_001155	scaffold_13:541836-542514	+	185	hypothetical protein													
X1_001156	scaffold_13:543464-544607	+	290	hypothetical protein													
X1_001157	scaffold_13:545354-546834	+	241	hypothetical protein													
X1_001158	scaffold_13:547147-547666	+	129	GTP-binding nuclear protein gsp1/Ran													
X1_001159	scaffold_13:548973-555821	+	1747	hypothetical protein		ENOG41											
X1_001160	scaffold_13:556096-556651	-	163	hypothetical protein													
X1_001161	scaffold_13:557122-562120	+	1665	hypothetical protein													
X1_001162	scaffold_13:564018-564777	-	252	hypothetical protein													
X1_001163	scaffold_13:566330-567113	+	242	hypothetical protein		ENOG41											
X1_001164	scaffold_13:567655-568913	+	362	hypothetical protein		ENOG41											
