GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X7_009116	scaffold_6:328630-333613	-	1660	hypothetical protein													
X7_009117	scaffold_6:334087-334675	+	163	hypothetical protein													
X7_009118	scaffold_6:334949-341899	-	1759	hypothetical protein		ENOG41											
X7_009119	scaffold_6:342949-346145	-	613	hypothetical protein													
X7_009120	scaffold_6:347013-347682	-	129	hypothetical protein													
X7_009121	scaffold_6:349129-352316	+	989	hypothetical protein		ENOG41											
X7_009122	scaffold_6:352428-354163	-	560	hypothetical protein		ENOG41											
X7_009123	scaffold_6:354684-355152	+	114	hypothetical protein		ENOG41											
X7_009124	scaffold_6:355474-355927	-	150	hypothetical protein													
X7_009125	scaffold_6:358371-359946	+	524	hypothetical protein		ENOG41											
X7_009126	scaffold_6:361063-362443	+	444	hypothetical protein													
X7_009127	scaffold_6:363238-363582	-	88	40S ribosomal protein S21													
X7_009128	scaffold_6:363831-367717	-	1277	hypothetical protein													
X7_009129	scaffold_6:368494-371408	+	936	hypothetical protein													
X7_009130	scaffold_6:372107-373871	+	587	hypothetical protein													
X7_009131	scaffold_6:374940-378617	-	1208	hypothetical protein		ENOG41											
X7_009132	scaffold_6:379864-383940	-	1325	hypothetical protein													
X7_009133	scaffold_6:385233-387265	-	580	hypothetical protein		ENOG41											
X7_009134	scaffold_6:387593-389749	+	682	hypothetical protein													
X7_009135	scaffold_6:390035-390443	-	101	hypothetical protein													
X7_009136	scaffold_6:391154-392269	+	317	hypothetical protein													
X7_009137	scaffold_6:392784-393659	+	269	hypothetical protein		ENOG41											
X7_009138	scaffold_6:394138-396028	+	629	hypothetical protein		ENOG41											
X7_009139	scaffold_6:397576-398620	-	221	hypothetical protein													
X7_009140	scaffold_6:399572-401220	-	514	hypothetical protein													
X7_009141	scaffold_6:401515-402453	-	277	Peptidyl-prolyl cis-trans isomerase cyp6													
X7_009142	scaffold_6:404822-406395	+	485	hypothetical protein		ENOG41											
X7_009143	scaffold_6:406964-407566	-	136	hypothetical protein													
X7_009144	scaffold_6:408333-409606	+	341	hypothetical protein		ENOG41											
X7_009145	scaffold_6:410159-411626	+	488	hypothetical protein													
X7_009146	scaffold_6:411850-412564	-	121	hypothetical protein													
X7_009147	scaffold_6:414387-417105	+	905	hypothetical protein		ENOG41											
X7_009148	scaffold_6:417747-418064	+	84	hypothetical protein													
X7_009149	scaffold_6:418830-420975	+	714	hypothetical protein		ENOG41											
X7_009150	scaffold_6:422013-424990	-	938	hypothetical protein		ENOG41											
X7_009151	scaffold_6:426770-428532	+	530	hypothetical protein													
X7_009152	scaffold_6:429837-430946	+	335	hypothetical protein		ENOG41											
X7_009153	scaffold_6:435519-439201	-	1194	hypothetical protein		ENOG41											
X7_009154	scaffold_6:440299-441606	+	418	hypothetical protein		ENOG41											
X7_009155	scaffold_6:442301-443270	+	295	hypothetical protein		ENOG41											
X7_009156	scaffold_6:444468-445590	-	250	hypothetical protein													
X7_009157	scaffold_6:447487-448114	+	208	hypothetical protein													
X7_009158	scaffold_6:449233-450004	+	256	hypothetical protein													
X7_009159	scaffold_6:452543-454229	-	561	hypothetical protein													
X7_009160	scaffold_6:458755-463612	-	821	hypothetical protein		ENOG41											
X7_009161	scaffold_6:469480-470272	-	263	hypothetical protein		ENOG41											
X7_009162	scaffold_6:471992-474294	+	564	hypothetical protein													
X7_009163	scaffold_6:475175-479341	+	933	hypothetical protein													
X7_009164	scaffold_6:480636-481776	-	379	hypothetical protein													
X7_009165	scaffold_6:486053-487622	-	459	hypothetical protein		ENOG41											
X7_009166	scaffold_6:488400-489714	-	420	hypothetical protein													
X7_009167	scaffold_6:491843-495276	-	1039	hypothetical protein		ENOG41											
X7_009168	scaffold_6:495644-496972	+	427	peroxisome assembly protein (Peroxin-2)													
X7_009169	scaffold_6:505460-505863	+	116	hypothetical protein													
X7_009170	scaffold_6:508769-509498	-	242	hypothetical protein													
X7_009171	scaffold_6:510261-512535	-	757	hypothetical protein		ENOG41											
X7_009172	scaffold_6:514425-516173	-	338	hypothetical protein		ENOG41											
X7_009173	scaffold_6:517410-518127	-	221	adenine phosphoribosyltransferase													
X7_009174	scaffold_6:518940-520109	-	354	hypothetical protein		ENOG41											
X7_009175	scaffold_6:521745-523617	-	623	hypothetical protein		ENOG41											
X7_009176	scaffold_6:524755-525208	-	150	hypothetical protein													
X7_009177	scaffold_6:526842-528019	-	332	multicatalytic endopeptidase													
X7_009178	scaffold_6:528422-530633	+	653	histone deacetylase													
X7_009179	scaffold_6:531040-532897	-	618	hypothetical protein													
X7_009180	scaffold_6:533319-534084	+	254	hypothetical protein		ENOG41											
X7_009181	scaffold_6:534826-535600	-	257	hypothetical protein													
X7_009182	scaffold_6:535715-536301	-	179	hypothetical protein													
X7_009183	scaffold_6:538695-540281	+	466	hypothetical protein		ENOG41											
X7_009184	scaffold_6:540476-541184	-	194	hypothetical protein		ENOG41											
X7_009185	scaffold_6:546879-547933	+	333	hypothetical protein		ENOG41											
X7_009186	scaffold_6:549352-550138	+	245	hypothetical protein		ENOG41											
X7_009187	scaffold_6:550851-551832	+	308	hypothetical protein		ENOG41											
X7_009188	scaffold_6:553220-555986	+	921	hypothetical protein		ENOG41											
X7_009189	scaffold_6:557209-559870	+	706	hypothetical protein		ENOG41											
X7_009190	scaffold_6:561077-562775	+	565	hypothetical protein		ENOG41											
X7_009191	scaffold_6:565192-566146	-	317	hypothetical protein		ENOG41											
X7_009192	scaffold_6:580578-582317	-	541	hypothetical protein		ENOG41											
X7_009193	scaffold_6:583106-583463	+	118	hypothetical protein		ENOG41											
X7_009194	scaffold_6:584702-585942	+	362	hypothetical protein		ENOG41											
X7_009195	scaffold_6:586323-588664	-	695	hypothetical protein		ENOG41											
X7_009196	scaffold_6:589416-590030	-	184	hypothetical protein		ENOG41											
X7_009197	scaffold_6:591269-592650	+	366	hypothetical protein													
X7_009198	scaffold_6:594532-595045	+	170	hypothetical protein													
X7_009199	scaffold_6:595795-596550	+	162	60S ribosomal protein L23A													
X7_009200	scaffold_6:596978-602649	+	1326	hypothetical protein													
X7_009201	scaffold_6:603468-607165	+	661	hypothetical protein													
X7_009203	scaffold_6:611021-613008	+	599	hypothetical protein		ENOG41											
X7_009204	scaffold_6:613785-615317	+	477	hypothetical protein		ENOG41											
X7_009205	scaffold_6:616166-617105	+	187	hypothetical protein													
X7_009206	scaffold_6:623334-624520	-	312	hypothetical protein		ENOG41											
X7_009207	scaffold_6:626121-626532	+	136	hypothetical protein													
X7_009208	scaffold_6:627389-627815	-	141	hypothetical protein													
X7_009209	scaffold_6:628847-629375	+	175	hypothetical protein		ENOG41											
X7_009210	scaffold_6:629929-631207	-	425	hypothetical protein		ENOG41											
X7_009211	scaffold_6:632222-633026	-	247	hypothetical protein		ENOG41											
X7_009212	scaffold_6:633840-638235	-	1318	hypothetical protein		ENOG41											
X7_009213	scaffold_6:639707-640546	-	219	hypothetical protein		ENOG41											
X7_009214	scaffold_6:641421-642245	+	251	hypothetical protein		ENOG41											
X7_009215	scaffold_6:643481-644156	+	224	hypothetical protein													
X7_009216	scaffold_6:646154-646522	-	88	hypothetical protein		ENOG41											
X7_009217	scaffold_6:649711-650469	+	228	hypothetical protein		ENOG41											
X7_009218	scaffold_6:650902-652818	-	519	hypothetical protein													
X7_009219	scaffold_6:653245-656511	+	1035	hypothetical protein													
X7_009220	scaffold_6:656906-660662	+	1251	hypothetical protein		ENOG41											
X7_009221	scaffold_6:663222-663909	-	228	hypothetical protein		ENOG41											
X7_009222	scaffold_6:664673-667091	-	660	Alternative oxidase, mitochondrial precursor													
X7_009223	scaffold_6:668702-670317	+	406	hypothetical protein		ENOG41											
X7_009224	scaffold_6:673280-675267	+	633	hypothetical protein		ENOG41											
X7_009225	scaffold_6:677940-678786	-	281	hypothetical protein													
X7_009743	scaffold_7:59165-60419	-	383	hypothetical protein													
X7_009744	scaffold_7:60995-62173	-	311	hypothetical protein													
X7_009745	scaffold_7:62495-63884	-	398	hypothetical protein		ENOG41											
X7_009746	scaffold_7:64354-67818	+	1044	hypothetical protein		ENOG41											
X7_009747	scaffold_7:69277-70630	-	404	hypothetical protein		ENOG41											
X7_009748	scaffold_7:74576-75902	-	406	hypothetical protein													
X7_009749	scaffold_7:76805-78284	+	492	hypothetical protein		ENOG41											
X7_009750	scaffold_7:78704-80051	-	448	hypothetical protein		ENOG41											
X7_009751	scaffold_7:80991-81860	+	271	hypothetical protein													
X7_009752	scaffold_7:82137-85436	+	864	hypothetical protein													
X7_009753	scaffold_7:85628-86076	-	97	hypothetical protein													
X7_009754	scaffold_7:89004-90135	+	376	hypothetical protein													
X7_009755	scaffold_7:90909-91818	-	302	hypothetical protein		ENOG41											
X7_009756	scaffold_7:92599-93406	-	268	hypothetical protein													
X7_009757	scaffold_7:93645-94221	-	191	hypothetical protein													
X7_009758	scaffold_7:96600-98072	+	374	hypothetical protein		ENOG41											
X7_009759	scaffold_7:98379-103499	-	533	hypothetical protein		ENOG41											
X7_009760	scaffold_7:103541-104222	-	121	hypothetical protein		ENOG41											
X7_009761	scaffold_7:105477-107492	+	523	hypothetical protein													
X7_009762	scaffold_7:108880-110434	+	418	hypothetical protein		ENOG41											
X7_009763	scaffold_7:110866-111979	-	370	hypothetical protein													
X7_009764	scaffold_7:112759-117955	-	274	hypothetical protein													
X7_009765	scaffold_7:119785-120367	-	175	hypothetical protein													
X7_009766	scaffold_7:122464-123510	-	320	hypothetical protein													
X7_009767	scaffold_7:124040-125810	-	553	hypothetical protein		ENOG41											
X7_009768	scaffold_7:126999-128417	-	414	hypothetical protein		ENOG41											
X7_009769	scaffold_7:130779-131541	+	205	hypothetical protein													
X7_009770	scaffold_7:132071-133470	-	448	hypothetical protein													
X7_009771	scaffold_7:133772-135283	-	483	hypothetical protein													
X7_009772	scaffold_7:135534-136989	+	462	hypothetical protein													
X7_009773	scaffold_7:138135-140565	+	809	hypothetical protein		ENOG41											
X7_009774	scaffold_7:140725-141335	-	175	hypothetical protein													
X7_009775	scaffold_7:141969-143817	-	574	hypothetical protein													
X7_009776	scaffold_7:144700-145993	-	430	hypothetical protein		ENOG41											
X7_009777	scaffold_7:146598-148182	-	527	hypothetical protein													
X7_009778	scaffold_7:148857-150037	-	375	hypothetical protein													
X7_009779	scaffold_7:151249-151795	-	181	hypothetical protein													
X7_009780	scaffold_7:152381-154171	-	529	hypothetical protein													
X7_009781	scaffold_7:154618-155902	-	388	hypothetical protein													
X7_009782	scaffold_7:156265-157300	-	287	hypothetical protein		ENOG41											
X7_009783	scaffold_7:158335-159028	-	230	hypothetical protein													
X7_009784	scaffold_7:159328-161058	+	489	hypothetical protein													
X7_009785	scaffold_7:161505-165662	-	991	hypothetical protein													
X7_009786	scaffold_7:166667-167975	+	377	hypothetical protein		ENOG41											
X7_009787	scaffold_7:168344-169213	-	256	hypothetical protein													
X7_009788	scaffold_7:170361-171308	+	298	hypothetical protein													
X7_009789	scaffold_7:171730-175221	+	1148	ATP-dependent Lon protease pim1													
X7_009790	scaffold_7:180247-182713	+	821	hypothetical protein		ENOG41											
X7_009791	scaffold_7:182997-184871	+	341	hypothetical protein		ENOG41											
X7_009792	scaffold_7:185917-186541	-	187	hypothetical protein													
X7_009793	scaffold_7:187604-191404	+	1179	hypothetical protein													
X7_009794	scaffold_7:192066-192682	-	186	hypothetical protein													
X7_009795	scaffold_7:196933-198740	+	561	hypothetical protein		ENOG41											
X7_009796	scaffold_7:201154-202053	-	211	hypothetical protein													
X7_009797	scaffold_7:202459-203365	-	301	hypothetical protein													
X7_009798	scaffold_7:204582-205176	+	197	hypothetical protein		ENOG41											
X7_009799	scaffold_7:206035-207900	-	596	hypothetical protein													
X7_009800	scaffold_7:208746-210018	-	423	hypothetical protein		ENOG41											
X7_009801	scaffold_7:210512-211855	+	370	hypothetical protein		ENOG41											
X7_009802	scaffold_7:214861-216013	+	383	hypothetical protein													
X7_009803	scaffold_7:218825-220391	+	481	stearoyl-CoA 9-desaturase													
X7_009804	scaffold_7:223285-227534	+	1033	hypothetical protein		ENOG41											
X7_009805	scaffold_7:231469-236087	+	866	hypothetical protein													
X7_009806	scaffold_7:239341-240939	+	454	hypothetical protein		ENOG41											
X7_009807	scaffold_7:243121-243550	+	142	hypothetical protein													
X7_009808	scaffold_7:243754-245434	-	442	hypothetical protein													
X7_009809	scaffold_7:246320-246650	+	93	hypothetical protein													
X7_009810	scaffold_7:248318-250416	-	559	hypothetical protein		ENOG41											
X7_009811	scaffold_7:251319-252382	+	286	hypothetical protein		ENOG41											
X7_009812	scaffold_7:253522-255580	-	532	hypothetical protein		ENOG41											
X7_009813	scaffold_7:256218-257528	+	383	hypothetical protein		ENOG41											
X7_009814	scaffold_7:257593-259514	-	621	hypothetical protein													
X7_009815	scaffold_7:260644-264122	+	1142	hypothetical protein		ENOG41											
X7_009816	scaffold_7:264410-269579	-	992	hypothetical protein		ENOG41											
X7_009817	scaffold_7:270341-271333	-	312	hypothetical protein		ENOG41											
X7_009818	scaffold_7:272285-273203	+	305	hypothetical protein													
X7_009819	scaffold_7:274328-276275	+	648	hypothetical protein		ENOG41											
X7_009820	scaffold_7:277522-280339	-	938	hypothetical protein		ENOG41											
X7_009821	scaffold_7:280908-282070	+	309	hypothetical protein													
X7_009822	scaffold_7:291790-295083	+	1078	hypothetical protein													
X7_009823	scaffold_7:295894-296443	-	152	hypothetical protein		ENOG41											
X7_009824	scaffold_7:296682-297660	+	325	hypothetical protein													
X7_009825	scaffold_7:298090-300832	+	896	hypothetical protein													
X7_009827	scaffold_7:301769-302754	+	308	hypothetical protein		ENOG41											
X7_009828	scaffold_7:303478-304945	+	488	hypothetical protein		ENOG41											
X7_009829	scaffold_7:306462-309405	-	980	hypothetical protein		ENOG41											
X7_009830	scaffold_7:311242-312853	-	518	hypothetical protein													
X7_009831	scaffold_7:313537-314715	-	373	N-terminal acetyltransferase A complex catalytic subunit ard1													
X7_009832	scaffold_7:315352-316852	-	499	hypothetical protein		ENOG41											
X7_009833	scaffold_7:319235-321253	-	612	hypothetical protein													
X7_009834	scaffold_7:322950-328184	-	929	hypothetical protein													
X7_009835	scaffold_7:329303-329964	-	174	hypothetical protein		ENOG41											
X7_009836	scaffold_7:331214-333535	+	418	hypothetical protein		ENOG41											
X7_009837	scaffold_7:334273-335569	+	431	hypothetical protein		ENOG41											
X7_009838	scaffold_7:338445-346299	+	2255	hypothetical protein		ENOG41											
X7_009839	scaffold_7:347018-347405	-	128	hypothetical protein													
X7_009840	scaffold_7:347467-351235	+	859	hypothetical protein													
X7_009841	scaffold_7:352327-356965	-	952	hypothetical protein		ENOG41											
X7_009842	scaffold_7:357507-363873	-	1127	hypothetical protein		ENOG41											
X7_009843	scaffold_7:364516-367832	-	1073	hypothetical protein													
X7_009844	scaffold_7:368103-368508	+	83	DNA-directed RNA Polymerase II subunit L													
X7_009845	scaffold_7:368880-370239	-	452	hypothetical protein		ENOG41											
X7_009846	scaffold_7:371629-372414	+	243	hypothetical protein		ENOG41											
X7_009847	scaffold_7:373075-373911	+	180	hypothetical protein		ENOG41											
X7_009848	scaffold_7:375140-376345	-	321	NAD(P)H-dependent D-xylose reductase (XR)													
X7_009849	scaffold_7:378258-379241	-	186	60S ribosomal protein L20A													
X7_009850	scaffold_7:379513-381357	+	455	hypothetical protein		ENOG41											
X7_009851	scaffold_7:382370-383406	-	264	hypothetical protein		ENOG41											
X7_009852	scaffold_7:384759-386058	-	432	hypothetical protein		ENOG41											
X7_009853	scaffold_7:386449-387408	+	300	hypothetical protein													
X7_009854	scaffold_7:387431-389271	-	505	hypothetical protein													
X7_009855	scaffold_7:389738-390063	+	88	protein transporter tim10													
X7_009856	scaffold_7:390374-393011	-	878	hypothetical protein		ENOG41											
X7_009857	scaffold_7:393457-394879	+	413	hypothetical protein		ENOG41											
X7_009858	scaffold_7:396183-396993	-	269	hypothetical protein		ENOG41											
X7_009859	scaffold_7:397579-399002	-	390	hypothetical protein													
X7_009860	scaffold_7:401177-401999	-	229	hypothetical protein													
X7_009861	scaffold_7:403005-403866	-	286	hypothetical protein													
X7_009862	scaffold_7:406422-407202	-	220	hypothetical protein													
X7_009863	scaffold_7:411627-413458	-	450	hypothetical protein		ENOG41											
X7_009864	scaffold_7:414737-415195	+	133	hypothetical protein													
X7_009865	scaffold_7:416043-416949	+	301	hypothetical protein													
X7_009866	scaffold_7:417279-420331	+	886	hypothetical protein													
X7_009867	scaffold_7:420878-426261	-	1432	hypothetical protein		ENOG41											
X7_009868	scaffold_7:426797-429085	-	723	hypothetical protein		ENOG41											
X7_009869	scaffold_7:429888-434343	+	1006	hypothetical protein													
X7_009870	scaffold_7:435045-436504	+	422	hypothetical protein													
X7_009871	scaffold_7:437443-438721	+	350	hypothetical protein		ENOG41											
X7_009872	scaffold_7:438792-442501	-	641	hypothetical protein		ENOG41											
X7_009873	scaffold_7:442768-444095	+	425	hypothetical protein													
X7_009874	scaffold_7:444692-447444	-	825	hypothetical protein		ENOG41											
X7_009875	scaffold_7:448461-450976	-	744	hypothetical protein													
X7_009876	scaffold_7:452249-453386	+	361	hypothetical protein		ENOG41											
X7_009877	scaffold_7:454104-456715	+	725	hypothetical protein		ENOG41											
X7_009878	scaffold_7:457399-459922	-	840	hypothetical protein													
X7_009879	scaffold_7:460843-468825	-	2269	hypothetical protein		ENOG41											
X7_009880	scaffold_7:470403-473260	+	705	hypothetical protein		ENOG41											
X7_009881	scaffold_7:475109-476724	+	491	hypothetical protein		ENOG41											
X7_009882	scaffold_7:484732-486127	-	464	hypothetical protein		ENOG41											
X7_009883	scaffold_7:486429-488358	-	642	hypothetical protein		ENOG41											
X7_009884	scaffold_7:489833-492138	-	749	hypothetical protein		ENOG41											
X7_009885	scaffold_7:493287-501766	+	2106	hypothetical protein		ENOG41											
X7_009886	scaffold_7:502493-503776	-	212	hypothetical protein		ENOG41											
X7_009887	scaffold_7:506896-507697	-	249	hypothetical protein		ENOG41											
X7_009888	scaffold_7:508320-509097	+	236	hypothetical protein		ENOG41											
X7_009889	scaffold_7:509985-516560	-	1251	hypothetical protein		ENOG41											
X7_009890	scaffold_7:517336-518290	-	230	hypothetical protein													
X7_009891	scaffold_7:519424-520104	-	198	hypothetical protein													
X7_009892	scaffold_7:522198-525821	-	1071	hypothetical protein													
X7_009893	scaffold_7:526089-526628	-	115	hypothetical protein													
X7_009894	scaffold_7:527271-528083	+	228	hypothetical protein													
X7_009895	scaffold_7:528396-529523	-	343	hypothetical protein													
X7_009896	scaffold_7:534088-535050	-	162	hypothetical protein													
X7_009897	scaffold_7:535616-538882	-	833	hypothetical protein		ENOG41											
X7_009898	scaffold_7:539188-540064	+	274	hypothetical protein		ENOG41											
X7_009899	scaffold_7:540198-541102	-	257	hypothetical protein													
X7_009900	scaffold_7:543188-545065	-	538	hypothetical protein													
X7_009901	scaffold_7:547267-548840	+	485	hypothetical protein		ENOG41											
X7_009902	scaffold_7:550652-554073	-	801	hypothetical protein		ENOG41											
X7_009903	scaffold_7:555808-556955	-	365	hypothetical protein		ENOG41											
X7_009904	scaffold_7:558044-559100	+	351	hypothetical protein													
X7_009905	scaffold_7:560255-562591	+	737	hypothetical protein		ENOG41											
X7_009906	scaffold_7:563795-567749	-	1282	hypothetical protein		ENOG41											
X7_009907	scaffold_7:568290-572289	-	508	hypothetical protein													
X7_009908	scaffold_7:573473-583018	-	3087	hypothetical protein		ENOG41											
X7_009909	scaffold_7:584911-585781	-	270	hypothetical protein		ENOG41											
X7_009910	scaffold_7:586801-588081	+	388	3-deoxy-7-phosphoheptulonate synthase													
X7_009911	scaffold_7:588351-589899	-	515	hypothetical protein													
X7_009912	scaffold_7:590598-592137	-	512	hypothetical protein		ENOG41											
X7_009913	scaffold_7:592909-595709	+	917	hypothetical protein		ENOG41											
X7_009914	scaffold_7:597883-598947	-	318	Cytochrome c1 heme lyase													
X7_009915	scaffold_7:599105-599806	+	202	hypothetical protein													
X7_009916	scaffold_7:599896-601540	+	510	hypothetical protein													
X7_009917	scaffold_7:602143-603639	-	411	hypothetical protein		ENOG41											
X7_009918	scaffold_7:606419-607970	+	472	hypothetical protein		ENOG41											
X7_009919	scaffold_7:608372-612573	-	1383	hypothetical protein													
X7_009921	scaffold_7:615044-616741	-	528	hypothetical protein													
X7_009922	scaffold_7:618510-618999	+	162	hypothetical protein													
X7_009923	scaffold_7:619418-620570	+	347	hypothetical protein													
X7_009924	scaffold_7:621089-621638	+	182	hypothetical protein													
X7_009925	scaffold_7:621978-622797	-	272	hypothetical protein													
X7_009926	scaffold_7:623089-624541	+	483	hypothetical protein													
X7_009927	scaffold_7:624853-626023	-	389	hypothetical protein													
X7_009928	scaffold_7:626500-627217	-	238	hypothetical protein													
X7_009929	scaffold_7:627469-627952	-	160	hypothetical protein													
X7_009930	scaffold_7:629314-630829	+	504	hypothetical protein													
X7_009931	scaffold_7:630966-631383	-	138	hypothetical protein													
X7_009932	scaffold_7:634699-635530	-	276	hypothetical protein		ENOG41											
X7_009933	scaffold_7:637502-638236	-	226	hypothetical protein		ENOG41											
X7_009934	scaffold_7:639154-640933	-	513	hypothetical protein													
X7_009935	scaffold_7:641212-642157	+	285	hypothetical protein													
X7_009936	scaffold_7:642442-644193	-	538	hypothetical protein		ENOG41											
X7_009937	scaffold_7:645178-647536	+	785	hypothetical protein		ENOG41											
X7_009938	scaffold_7:647660-648753	-	316	hypothetical protein													
X7_009939	scaffold_7:651247-654719	-	751	hypothetical protein		ENOG41											
X7_009940	scaffold_7:656167-658081	+	637	hypothetical protein		ENOG41											
X7_009941	scaffold_7:658441-659563	-	373	hypothetical protein		ENOG41											
X7_009942	scaffold_7:659855-661414	+	443	hypothetical protein													
X7_009943	scaffold_7:661620-662082	-	153	hypothetical protein													
X7_009944	scaffold_7:663591-664212	-	206	hypothetical protein													
X7_009945	scaffold_7:664637-665297	-	219	hypothetical protein													
X7_009946	scaffold_7:666976-667735	-	252	hypothetical protein													
X7_009947	scaffold_7:668980-672995	-	651	hypothetical protein													
X7_009948	scaffold_7:675309-676277	+	281	hypothetical protein													
X7_009949	scaffold_7:676531-677568	-	260	hypothetical protein													
X7_009950	scaffold_7:677895-678518	+	188	hypothetical protein													
X7_009951	scaffold_7:681433-682135	+	233	hypothetical protein													
X7_010446	scaffold_8:541-947	-	117	hypothetical protein													
X7_010447	scaffold_8:2021-3095	-	237	hypothetical protein													
X7_010448	scaffold_8:4068-11605	+	699	hypothetical protein													
X7_010449	scaffold_8:12915-13212	+	98	hypothetical protein													
X7_010450	scaffold_8:14796-15288	+	163	hypothetical protein													
X7_010451	scaffold_8:15520-16124	+	180	hypothetical protein													
X7_010452	scaffold_8:16447-19095	+	632	hypothetical protein													
X7_010453	scaffold_8:21962-24639	+	772	hypothetical protein		ENOG41											
X7_010454	scaffold_8:26600-28383	-	544	hypothetical protein		ENOG41											
X7_010455	scaffold_8:29777-30885	+	275	hypothetical protein													
X7_010456	scaffold_8:32498-33756	-	373	hypothetical protein													
X7_010457	scaffold_8:37693-38214	+	141	hypothetical protein													
X7_010458	scaffold_8:39264-41688	+	807	hypothetical protein		ENOG41											
X7_010459	scaffold_8:63948-74574	-	3238	hypothetical protein		ENOG41											
X7_010460	scaffold_8:75788-77197	+	415	hypothetical protein													
X7_010461	scaffold_8:79038-80265	+	408	hypothetical protein		ENOG41											
X7_010462	scaffold_8:81323-84626	-	1068	translational elongation factor EF-1 alpha													
X7_010463	scaffold_8:85733-86851	-	354	hypothetical protein		ENOG41											
X7_010464	scaffold_8:88094-90180	-	643	hypothetical protein													
X7_010465	scaffold_8:90296-94829	+	1301	hypothetical protein		ENOG41											
X7_010466	scaffold_8:95046-97841	-	520	hypothetical protein													
X7_010467	scaffold_8:99020-100028	+	257	hypothetical protein													
X7_010468	scaffold_8:100138-103492	-	1081	hypothetical protein		ENOG41											
X7_010469	scaffold_8:103762-104482	+	239	hypothetical protein		ENOG41											
X7_010470	scaffold_8:105397-106453	-	351	hypothetical protein													
X7_010471	scaffold_8:107568-110361	-	911	hypothetical protein													
X7_010472	scaffold_8:110747-111932	+	394	hypothetical protein		ENOG41											
X7_010473	scaffold_8:111980-113854	-	429	hypothetical protein													
X7_010474	scaffold_8:114115-115134	-	263	hypothetical protein		ENOG41											
X7_010475	scaffold_8:115594-116144	+	145	hypothetical protein		ENOG41											
X7_010476	scaffold_8:116540-117594	-	331	hypothetical protein													
X7_010477	scaffold_8:118971-121312	-	728	hypothetical protein													
X7_010478	scaffold_8:121982-123827	+	594	hypothetical protein		ENOG41											
X7_010479	scaffold_8:127427-128431	-	285	hypothetical protein													
X7_010480	scaffold_8:128719-129764	+	329	hypothetical protein													
X7_010481	scaffold_8:140680-141275	+	178	hypothetical protein													
X7_010482	scaffold_8:143402-143887	+	126	hypothetical protein													
X7_010483	scaffold_8:175599-176829	+	211	hypothetical protein													
X7_010484	scaffold_8:177173-179361	+	389	hypothetical protein													
X7_010485	scaffold_8:180862-181273	+	118	hypothetical protein													
X7_010486	scaffold_8:181579-182032	+	130	hypothetical protein													
X7_010487	scaffold_8:182573-183248	+	208	hypothetical protein													
X7_010488	scaffold_8:185736-186143	+	118	hypothetical protein													
X7_010489	scaffold_8:186589-187186	+	182	hypothetical protein													
X7_010490	scaffold_8:187513-188089	+	175	hypothetical protein													
X7_010491	scaffold_8:188562-189031	+	139	hypothetical protein													
X7_010492	scaffold_8:189370-189814	+	128	hypothetical protein													
X7_010493	scaffold_8:190962-192351	-	445	hypothetical protein													
X7_010494	scaffold_8:192696-193214	+	137	hypothetical protein													
X7_010495	scaffold_8:214595-217459	+	201	hypothetical protein													
X7_010496	scaffold_8:219948-220364	+	120	hypothetical protein													
X7_010497	scaffold_8:220717-221938	-	298	hypothetical protein													
X7_010498	scaffold_8:222859-223240	+	126	hypothetical protein													
X7_010499	scaffold_8:223340-224922	-	290	hypothetical protein													
X7_010500	scaffold_8:226013-226532	-	153	hypothetical protein													
X7_010501	scaffold_8:228173-228726	-	167	hypothetical protein													
X7_010502	scaffold_8:229326-231952	-	529	hypothetical protein													
X7_010503	scaffold_8:233901-236870	+	737	hypothetical protein													
X7_010504	scaffold_8:238113-239109	-	331	hypothetical protein													
X7_010505	scaffold_8:240069-240633	-	187	hypothetical protein													
X7_010506	scaffold_8:242331-243086	+	214	hypothetical protein													
X7_010507	scaffold_8:244087-244999	+	303	hypothetical protein													
X7_010508	scaffold_8:245856-246234	+	125	hypothetical protein													
X7_010509	scaffold_8:246679-247438	+	252	hypothetical protein													
X7_010510	scaffold_8:248040-248259	-	72	hypothetical protein		ENOG41											
X7_010511	scaffold_8:249139-255330	-	1077	hypothetical protein		ENOG41											
X7_010512	scaffold_8:256785-261744	+	1557	hypothetical protein													
X7_010513	scaffold_8:262237-268243	-	1488	hypothetical protein		ENOG41											
X7_010514	scaffold_8:268687-269381	+	203	hypothetical protein													
X7_010515	scaffold_8:269944-271581	-	433	hypothetical protein		ENOG41											
X7_010517	scaffold_8:275381-276416	-	344	hypothetical protein													
X7_010518	scaffold_8:277110-278347	-	364	hypothetical protein		ENOG41											
X7_010519	scaffold_8:279292-280315	+	340	hypothetical protein													
X7_010520	scaffold_8:280820-281277	-	135	hypothetical protein													
X7_010521	scaffold_8:282820-288317	-	1797	hypothetical protein													
X7_010522	scaffold_8:289373-290736	+	434	hypothetical protein													
X7_010523	scaffold_8:292622-294189	+	421	hypothetical protein													
X7_010524	scaffold_8:295368-297207	-	455	hypothetical protein													
X7_010525	scaffold_8:299165-299432	-	88	hypothetical protein													
X7_010526	scaffold_8:299822-300632	-	269	hypothetical protein													
X7_010527	scaffold_8:301801-303982	-	513	hypothetical protein													
