GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X5_000414	scaffold_10:257051-258089	-	329	hypothetical protein													
X5_000415	scaffold_10:259490-260791	+	395	hypothetical protein		ENOG41											
X5_000416	scaffold_10:262846-264119	-	369	hypothetical protein		ENOG41											
X5_000417	scaffold_10:264947-266271	-	360	hypothetical protein													
X5_000418	scaffold_10:266571-271686	+	1005	hypothetical protein													
X5_000419	scaffold_10:272403-273750	+	391	hypothetical protein		ENOG41											
X5_000420	scaffold_10:274658-276416	-	585	hypothetical protein		ENOG41											
X5_000421	scaffold_10:280580-281729	+	382	hypothetical protein													
X5_000422	scaffold_10:283118-283881	+	235	hypothetical protein													
X5_000423	scaffold_10:284658-286426	-	555	hypothetical protein													
X5_000424	scaffold_10:288777-289769	+	258	hypothetical protein		ENOG41											
X5_000425	scaffold_10:290455-291908	-	467	hypothetical protein													
X5_000426	scaffold_10:292552-297327	-	1079	hypothetical protein		ENOG41											
X5_000427	scaffold_10:299514-302731	-	1049	hypothetical protein		ENOG41											
X5_000428	scaffold_10:303354-306675	+	1106	hypothetical protein		ENOG41											
X5_000429	scaffold_10:307843-310363	+	512	hypothetical protein		ENOG41											
X5_000430	scaffold_10:312348-316735	-	1374	hypothetical protein		ENOG41											
X5_000431	scaffold_10:317401-317970	-	129	hypothetical protein		ENOG41											
X5_000432	scaffold_10:318823-320179	-	451	hypothetical protein		ENOG41											
X5_000433	scaffold_10:321108-321422	+	86	hypothetical protein													
X5_000434	scaffold_10:322745-325195	+	462	hypothetical protein													
X5_000435	scaffold_10:325704-328624	-	953	hypothetical protein													
X5_000436	scaffold_10:331067-333581	+	817	hypothetical protein		ENOG41											
X5_000437	scaffold_10:334907-337775	+	917	hypothetical protein		ENOG41											
X5_000438	scaffold_10:338646-339529	-	273	hypothetical protein													
X5_000439	scaffold_10:340152-340802	-	198	hypothetical protein		ENOG41											
X5_000440	scaffold_10:340938-346596	+	1417	hypothetical protein													
X5_000441	scaffold_10:346852-347629	-	258	hypothetical protein													
X5_000442	scaffold_10:348331-349806	-	474	hypothetical protein		ENOG41											
X5_000443	scaffold_10:350101-351778	+	558	hypothetical protein		ENOG41											
X5_000444	scaffold_10:352750-354223	+	469	hypothetical protein		ENOG41											
X5_000445	scaffold_10:358721-363999	-	1724	hypothetical protein													
X5_000446	scaffold_10:364486-366406	+	550	hypothetical protein													
X5_000447	scaffold_10:367038-368214	+	362	hypothetical protein													
X5_000448	scaffold_10:368406-370332	-	555	hypothetical protein													
X5_000449	scaffold_10:370532-372744	+	578	hypothetical protein													
X5_000450	scaffold_10:373028-374786	-	585	hypothetical protein													
X5_000451	scaffold_10:376218-377520	-	433	hypothetical protein		ENOG41											
X5_000452	scaffold_10:378338-382417	+	1015	hypothetical protein		ENOG41											
X5_000453	scaffold_10:382967-383546	-	170	hypothetical protein													
X5_000454	scaffold_10:384807-386490	-	560	hypothetical protein		ENOG41											
X5_000455	scaffold_10:387001-388279	-	356	hypothetical protein		ENOG41											
X5_000456	scaffold_10:388544-389573	+	342	hypothetical protein													
X5_000457	scaffold_10:389767-394180	+	1438	hypothetical protein		ENOG41											
X5_000458	scaffold_10:394528-396839	-	511	hypothetical protein		ENOG41											
X5_000459	scaffold_10:397290-399150	-	582	hypothetical protein		ENOG41											
X5_000460	scaffold_10:400303-401815	-	374	hypothetical protein													
X5_000461	scaffold_10:402717-404309	-	506	hypothetical protein		ENOG41											
X5_000462	scaffold_10:404796-405505	+	199	hypothetical protein													
X5_000463	scaffold_10:405634-407929	-	673	hypothetical protein													
X5_000464	scaffold_10:409546-412360	+	937	hypothetical protein		ENOG41											
X5_000465	scaffold_10:412994-416420	-	871	hypothetical protein		ENOG41											
X5_000466	scaffold_10:417524-419563	+	625	hypothetical protein													
X5_000467	scaffold_10:420382-421152	-	234	hypothetical protein													
X5_000468	scaffold_10:422593-423395	+	242	hypothetical protein													
X5_000469	scaffold_10:424655-425272	-	180	hypothetical protein		ENOG41											
X5_000470	scaffold_10:425929-426916	+	293	hypothetical protein		ENOG41											
X5_000471	scaffold_10:429590-434829	+	829	hypothetical protein													
X5_000472	scaffold_10:435120-435619	+	146	hypothetical protein													
X5_000473	scaffold_10:435970-436813	+	280	hypothetical protein													
X5_000474	scaffold_10:437744-438779	+	313	hypothetical protein													
X5_000475	scaffold_10:439076-439496	-	139	hypothetical protein													
X5_000476	scaffold_10:440376-441008	+	177	hypothetical protein													
X5_000477	scaffold_10:441857-442637	+	259	hypothetical protein													
X5_000478	scaffold_10:443247-443797	+	145	hypothetical protein													
X5_000479	scaffold_10:445056-445869	+	270	hypothetical protein													
X5_000480	scaffold_10:446542-447046	+	167	hypothetical protein													
X5_000481	scaffold_10:447394-447829	+	144	hypothetical protein													
X5_000482	scaffold_10:448311-448779	+	155	hypothetical protein													
X5_000483	scaffold_10:449054-449646	-	114	60S ribosomal protein L34A													
X5_001565	scaffold_11:1972-2570	+	181	hypothetical protein													
X5_001566	scaffold_11:3459-5439	+	415	hypothetical protein													
X5_001567	scaffold_11:10092-12048	+	598	hypothetical protein		ENOG41											
X5_001568	scaffold_11:12508-12982	-	157	hypothetical protein		ENOG41											
X5_001569	scaffold_11:13169-14100	+	274	hypothetical protein													
X5_001570	scaffold_11:14328-15847	-	492	hypothetical protein													
X5_001571	scaffold_11:16143-16992	+	282	hypothetical protein													
X5_001572	scaffold_11:17218-18088	-	289	hypothetical protein													
X5_001573	scaffold_11:18618-25185	+	2188	hypothetical protein													
X5_001574	scaffold_11:25481-26147	-	186	hypothetical protein													
X5_001575	scaffold_11:26347-27154	-	268	hypothetical protein													
X5_001576	scaffold_11:29601-31147	+	474	hypothetical protein		ENOG41											
X5_001577	scaffold_11:32220-34275	-	630	hypothetical protein		ENOG41											
X5_001578	scaffold_11:34783-41759	-	1870	hypothetical protein													
X5_001579	scaffold_11:42914-44072	-	366	hypothetical protein													
X5_001580	scaffold_11:44860-47094	-	708	hypothetical protein													
X5_001581	scaffold_11:47503-49246	+	565	hypothetical protein		ENOG41											
X5_001582	scaffold_11:49555-50663	+	351	hypothetical protein													
X5_001583	scaffold_11:50955-52456	-	461	protein with putative role during mitosis													
X5_001584	scaffold_11:53034-55888	+	905	hypothetical protein													
X5_001585	scaffold_11:56212-57452	-	264	60S ribosomal protein L8B													
X5_001586	scaffold_11:57934-58846	+	303	hypothetical protein													
X5_001587	scaffold_11:59604-60590	-	289	hypothetical protein													
X5_001588	scaffold_11:64962-68210	-	1047	2-oxoglutarate dehydrogenase E1 component													
X5_001589	scaffold_11:68453-70492	+	661	hypothetical protein													
X5_001590	scaffold_11:70836-72387	-	516	hypothetical protein		ENOG41											
X5_001591	scaffold_11:73085-75675	-	828	hypothetical protein		ENOG41											
X5_001592	scaffold_11:78238-84176	+	1583	hypothetical protein		ENOG41											
X5_001593	scaffold_11:85851-88030	+	524	hypothetical protein													
X5_001594	scaffold_11:88881-90456	+	524	hypothetical protein		ENOG41											
X5_001595	scaffold_11:91004-92081	+	317	hypothetical protein		ENOG41											
X5_001596	scaffold_11:92258-92999	-	246	hypothetical protein													
X5_001597	scaffold_11:95338-96506	-	311	hypothetical protein													
X5_001598	scaffold_11:97396-98764	-	398	hypothetical protein		ENOG41											
X5_001599	scaffold_11:98872-101350	+	481	hypothetical protein													
X5_001600	scaffold_11:103009-104451	-	422	hypothetical protein													
X5_001601	scaffold_11:104934-106746	-	566	hypothetical protein													
X5_001602	scaffold_11:108147-109125	-	325	hypothetical protein													
X5_001603	scaffold_11:111845-113095	+	306	hypothetical protein													
X5_001604	scaffold_11:113527-114639	-	314	hypothetical protein													
X5_001605	scaffold_11:116116-117613	-	498	hypothetical protein													
X5_001606	scaffold_11:118924-121622	-	814	hypothetical protein		ENOG41											
X5_001607	scaffold_11:122196-122556	+	82	hypothetical protein		ENOG41											
X5_001608	scaffold_11:122743-123954	-	319	hypothetical protein		ENOG41											
X5_001609	scaffold_11:124237-125435	-	360	hypothetical protein		ENOG41											
X5_001610	scaffold_11:126115-135754	+	3196	hypothetical protein													
X5_001611	scaffold_11:136492-138592	+	650	hypothetical protein		ENOG41											
X5_001612	scaffold_11:138891-140416	-	400	hypothetical protein		ENOG41											
X5_001613	scaffold_11:142399-144079	+	517	hypothetical protein		ENOG41											
X5_001614	scaffold_11:146121-148082	+	535	hypothetical protein													
X5_001615	scaffold_11:149469-151803	+	755	hypothetical protein		ENOG41											
X5_001616	scaffold_11:152945-155102	+	681	hypothetical protein		ENOG41											
X5_001617	scaffold_11:156520-157360	-	256	hypothetical protein													
X5_001618	scaffold_11:157841-160133	+	655	hypothetical protein		ENOG41											
X5_001619	scaffold_11:160571-166213	-	1516	hypothetical protein													
X5_001620	scaffold_11:167009-168794	+	576	hypothetical protein													
X5_001621	scaffold_11:169206-169914	+	214	hypothetical protein													
X5_001622	scaffold_11:170259-170817	-	164	hypothetical protein													
X5_001623	scaffold_11:172108-176049	+	1198	hypothetical protein													
X5_001624	scaffold_11:182281-184171	+	523	hypothetical protein		ENOG41											
X5_001625	scaffold_11:184700-188940	+	1162	hypothetical protein													
X5_001626	scaffold_11:189628-192587	-	965	hypothetical protein													
X5_001627	scaffold_11:194087-197868	+	1210	hypothetical protein													
X5_001628	scaffold_11:198444-199214	+	185	hypothetical protein													
X5_001629	scaffold_11:200903-201216	+	85	hypothetical protein													
X5_001630	scaffold_11:201510-201845	+	93	hypothetical protein													
X5_001631	scaffold_11:202117-202574	+	133	hypothetical protein													
X5_001632	scaffold_11:204067-204892	-	229	hypothetical protein													
X5_001633	scaffold_11:205331-210893	-	1022	hypothetical protein		ENOG41											
X5_001634	scaffold_11:211308-213354	+	646	hypothetical protein		ENOG41											
X5_001635	scaffold_11:213668-214256	-	195	hypothetical protein													
X5_001636	scaffold_11:215305-217849	+	847	hypothetical protein													
X5_001637	scaffold_11:218256-219928	-	512	hypothetical protein													
X5_001638	scaffold_11:220828-225482	-	774	hypothetical protein													
X5_001639	scaffold_11:234684-236044	+	387	mannose-1-phosphate guanyltransferase													
X5_001640	scaffold_11:236786-238356	-	502	hypothetical protein		ENOG41											
X5_001641	scaffold_11:238718-240065	+	448	hypothetical protein		ENOG41											
X5_001642	scaffold_11:240242-240725	+	160	hypothetical protein													
X5_001643	scaffold_11:241742-243740	-	608	hypothetical protein		ENOG41											
X5_001644	scaffold_11:246677-247550	-	290	hypothetical protein													
X5_001645	scaffold_11:247929-251413	-	599	hypothetical protein		ENOG41											
X5_001646	scaffold_11:253987-262470	+	2513	hypothetical protein													
X5_001647	scaffold_11:265433-267020	+	528	hypothetical protein		ENOG41											
X5_001648	scaffold_11:267405-267873	+	134	hypothetical protein		ENOG41											
X5_001649	scaffold_11:270890-271169	-	92	hypothetical protein													
X5_001650	scaffold_11:271531-273817	+	761	hypothetical protein													
X5_001651	scaffold_11:273970-277899	-	1275	hypothetical protein													
X5_001652	scaffold_11:278230-278518	-	74	hypothetical protein		ENOG41											
X5_001653	scaffold_11:279150-280284	-	354	hypothetical protein		ENOG41											
X5_001654	scaffold_11:280995-286840	+	1479	hypothetical protein													
X5_001655	scaffold_11:287798-291951	+	1365	hypothetical protein		ENOG41											
X5_001656	scaffold_11:292394-296082	+	1210	hypothetical protein													
X5_001657	scaffold_11:297864-299032	-	341	hypothetical protein													
X5_001658	scaffold_11:304619-305903	+	427	nucleotidyltransferase													
X5_001659	scaffold_11:307361-309617	-	751	hypothetical protein													
X5_001660	scaffold_11:309852-312920	+	1002	hypothetical protein		ENOG41											
X5_001661	scaffold_11:313435-315948	-	787	hypothetical protein		ENOG41											
X5_001662	scaffold_11:317059-318061	+	333	hypothetical protein		ENOG41											
X5_001663	scaffold_11:318993-320440	-	428	hypothetical protein		ENOG41											
X5_001664	scaffold_11:321021-322358	+	428	hypothetical protein													
X5_001665	scaffold_11:322691-323552	+	286	hypothetical protein													
X5_001666	scaffold_11:324501-326455	+	602	hypothetical protein													
X5_001667	scaffold_11:327005-329960	-	984	hypothetical protein		ENOG41											
X5_001668	scaffold_11:331646-332514	-	271	hypothetical protein													
X5_001669	scaffold_11:333120-334307	+	351	hypothetical protein		ENOG41											
X5_001670	scaffold_11:335349-336134	-	240	hypothetical protein													
X5_001671	scaffold_11:337306-338981	+	522	hypothetical protein		ENOG41											
X5_001672	scaffold_11:339542-340644	+	317	hypothetical protein													
X5_001673	scaffold_11:341035-343045	-	669	hypothetical protein													
X5_001674	scaffold_11:344138-344735	+	179	hypothetical protein													
X5_001675	scaffold_11:344932-345724	-	263	hypothetical protein													
X5_001676	scaffold_11:346215-347646	+	439	hypothetical protein													
X5_001677	scaffold_11:349563-350227	+	155	hypothetical protein													
X5_001678	scaffold_11:350284-356349	+	1392	hypothetical protein													
X5_001679	scaffold_11:356643-358428	-	594	hypothetical protein													
X5_001680	scaffold_11:358783-363426	+	1530	hypothetical protein													
X5_001681	scaffold_11:364008-365388	-	459	hypothetical protein		ENOG41											
X5_001682	scaffold_11:366692-368099	+	435	hypothetical protein													
X5_001683	scaffold_11:370004-370838	+	277	hypothetical protein													
X5_001684	scaffold_11:372732-373888	+	368	hypothetical protein													
X5_001685	scaffold_11:374925-376048	+	356	hypothetical protein													
X5_001686	scaffold_11:376370-377480	-	369	hypothetical protein		ENOG41											
X5_001687	scaffold_11:378026-379295	-	422	hypothetical protein		ENOG41											
X5_001688	scaffold_11:380255-381380	+	374	hypothetical protein		ENOG41											
X5_001689	scaffold_11:383226-383664	+	145	hypothetical protein													
X5_001690	scaffold_11:384498-388115	-	847	hypothetical protein													
X5_001691	scaffold_11:388481-389635	+	363	hypothetical protein		ENOG41											
X5_001692	scaffold_11:389801-391112	-	436	hypothetical protein		ENOG41											
X5_001693	scaffold_11:391419-394317	+	860	H(+)-transporting V0 sector ATPase subunit a													
X5_001694	scaffold_11:396944-404694	+	2481	hypothetical protein													
X5_001695	scaffold_11:407153-408988	-	584	hypothetical protein													
X5_001696	scaffold_11:412189-413302	+	301	hypothetical protein		ENOG41											
X5_001697	scaffold_11:413791-416186	-	598	hypothetical protein		ENOG41											
X5_001698	scaffold_11:416717-417014	+	98	hypothetical protein													
X5_001699	scaffold_11:417418-419670	-	367	hypothetical protein		ENOG41											
X5_001700	scaffold_11:423726-427157	+	1107	hypothetical protein		ENOG41											
X5_002489	scaffold_12:11528-15799	+	1350	hypothetical protein													
X5_002490	scaffold_12:16108-18564	-	749	hypothetical protein		ENOG41											
X5_002491	scaffold_12:20862-21802	-	237	hypothetical protein													
X5_002492	scaffold_12:22138-25588	+	1100	hypothetical protein													
X5_002493	scaffold_12:27516-28217	+	169	hypothetical protein		ENOG41											
X5_002494	scaffold_12:28718-31814	-	978	hypothetical protein													
X5_002495	scaffold_12:32221-33596	-	420	hypothetical protein													
X5_002496	scaffold_12:34772-37278	+	816	hypothetical protein													
X5_002497	scaffold_12:37983-39351	+	455	hypothetical protein													
X5_002498	scaffold_12:39357-45228	-	1742	hypothetical protein		ENOG41											
X5_002499	scaffold_12:45809-49107	+	1056	hypothetical protein													
X5_002500	scaffold_12:49558-51987	-	591	hypothetical protein		ENOG41											
X5_002501	scaffold_12:52810-53442	-	115	hypothetical protein													
X5_002502	scaffold_12:53817-55401	-	527	hypothetical protein													
X5_002503	scaffold_12:58020-61170	+	1049	hypothetical protein													
X5_002504	scaffold_12:62512-69133	-	2160	hypothetical protein													
X5_002505	scaffold_12:69717-70140	-	84	hypothetical protein													
X5_002506	scaffold_12:70508-71150	+	213	hypothetical protein													
X5_002507	scaffold_12:71756-73596	-	573	hypothetical protein													
X5_002508	scaffold_12:74182-75867	-	542	hypothetical protein		ENOG41											
X5_002509	scaffold_12:76277-77318	+	283	Proteasome subunit beta type-5													
X5_002510	scaffold_12:77883-81593	+	864	hypothetical protein		ENOG41											
X5_002511	scaffold_12:82085-83750	+	554	hypothetical protein													
X5_002512	scaffold_12:83957-87656	-	1232	DNA-directed RNA polymerase I subunit RPA2													
X5_002513	scaffold_12:88436-90997	+	349	hypothetical protein													
X5_002514	scaffold_12:91843-94055	+	698	hypothetical protein		ENOG41											
X5_002515	scaffold_12:96989-98541	+	419	hypothetical protein		ENOG41											
X5_002516	scaffold_12:99083-100855	-	573	hypothetical protein		ENOG41											
X5_002517	scaffold_12:101213-109103	+	2613	hypothetical protein													
X5_002518	scaffold_12:109360-110905	-	491	hypothetical protein													
X5_002519	scaffold_12:111887-112712	+	274	hypothetical protein													
X5_002520	scaffold_12:114070-115851	-	559	hypothetical protein		ENOG41											
X5_002521	scaffold_12:117329-119045	+	474	hypothetical protein		ENOG41											
X5_002522	scaffold_12:120040-124120	+	1133	hypothetical protein		ENOG41											
X5_002523	scaffold_12:127924-129913	+	637	RNA-dependent ATPase													
X5_002524	scaffold_12:130542-131404	-	213	hypothetical protein													
X5_002525	scaffold_12:132093-133293	+	384	hypothetical protein		ENOG41											
X5_002526	scaffold_12:133884-134698	-	226	hypothetical protein		ENOG41											
X5_002527	scaffold_12:135316-137308	+	551	hypothetical protein													
X5_002528	scaffold_12:138520-140962	-	735	hypothetical protein		ENOG41											
X5_002529	scaffold_12:141697-143790	+	656	hypothetical protein													
X5_002530	scaffold_12:144417-165487	+	6982	hypothetical protein		ENOG41											
X5_002531	scaffold_12:168203-168672	-	125	hypothetical protein													
X5_002532	scaffold_12:171517-174322	+	592	hypothetical protein													
X5_002533	scaffold_12:175571-177598	-	550	hypothetical protein													
X5_002534	scaffold_12:178123-182305	-	1355	hypothetical protein		ENOG41											
X5_002535	scaffold_12:185938-187687	+	443	hypothetical protein		ENOG41											
X5_002536	scaffold_12:187861-189411	-	289	hypothetical protein													
X5_002537	scaffold_12:189801-191870	-	604	hypothetical protein													
X5_002538	scaffold_12:192102-193544	+	338	hypothetical protein		ENOG41											
X5_002539	scaffold_12:193913-196540	+	795	hypothetical protein													
X5_002540	scaffold_12:196801-201773	-	1119	hypothetical protein													
X5_002541	scaffold_12:204076-207524	-	983	hypothetical protein													
X5_002542	scaffold_12:207776-208771	+	194	hypothetical protein		ENOG41											
X5_002543	scaffold_12:210035-211162	-	324	hypothetical protein		ENOG41											
X5_002544	scaffold_12:212514-213201	-	201	iron-binding protein													
X5_002545	scaffold_12:213642-215376	-	503	hypothetical protein													
X5_002546	scaffold_12:215717-217017	-	413	hypothetical protein		ENOG41											
X5_002547	scaffold_12:217911-219204	+	430	hypothetical protein		ENOG41											
X5_002548	scaffold_12:219648-220518	-	196	hypothetical protein													
X5_002549	scaffold_12:220957-222158	-	333	hypothetical protein													
X5_002550	scaffold_12:222740-226043	-	1100	hypothetical protein													
X5_002551	scaffold_12:226394-227597	-	400	hypothetical protein													
X5_002552	scaffold_12:227939-232976	-	1474	hypothetical protein													
X5_002553	scaffold_12:233214-242948	+	2872	hypothetical protein		ENOG41											
X5_002554	scaffold_12:243700-244009	-	102	hypothetical protein		ENOG41											
X5_002555	scaffold_12:244934-245716	-	239	hypothetical protein													
X5_002556	scaffold_12:246810-248526	+	478	hypothetical protein													
X5_002557	scaffold_12:250143-257809	-	2291	hypothetical protein		ENOG41											
X5_002558	scaffold_12:259192-260262	+	324	hypothetical protein		ENOG41											
X5_002559	scaffold_12:260761-261126	-	102	hypothetical protein		ENOG41											
X5_002560	scaffold_12:261321-262177	+	120	40s ribosomal protein L44e													
X5_002561	scaffold_12:262192-266903	+	338	hypothetical protein													
X5_002562	scaffold_12:266922-270374	-	886	hypothetical protein		ENOG41											
X5_002563	scaffold_12:271788-273700	-	506	hypothetical protein													
X5_002564	scaffold_12:274428-283888	+	2079	hypothetical protein													
X5_002565	scaffold_12:285104-286971	+	585	hypothetical protein		ENOG41											
X5_002566	scaffold_12:287509-289376	+	602	hypothetical protein													
X5_002567	scaffold_12:293629-294718	+	307	hypothetical protein		ENOG41											
X5_002568	scaffold_12:297418-298169	-	229	hypothetical protein													
X5_002569	scaffold_12:298557-299982	-	434	hypothetical protein		ENOG41											
X5_002570	scaffold_12:300442-302176	-	522	hypothetical protein		ENOG41											
X5_002571	scaffold_12:303981-305305	+	380	hypothetical protein		ENOG41											
X5_002572	scaffold_12:307741-308275	-	177	hypothetical protein													
X5_002573	scaffold_12:309219-310404	+	394	hypothetical protein		ENOG41											
X5_002574	scaffold_12:311152-312638	-	414	N-terminal acetyltransferase A complex catalytic subunit ard1													
X5_002575	scaffold_12:313322-314884	-	500	hypothetical protein		ENOG41											
X5_002576	scaffold_12:315522-315982	+	133	hypothetical protein		ENOG41											
X5_002577	scaffold_12:316343-317212	-	229	hypothetical protein		ENOG41											
X5_002578	scaffold_12:317254-318734	+	401	hypothetical protein		ENOG41											
X5_002579	scaffold_12:319414-321161	-	559	hypothetical protein		ENOG41											
X5_002580	scaffold_12:322219-322912	-	230	hypothetical protein													
X5_002581	scaffold_12:326827-327863	+	304	hypothetical protein													
X5_002582	scaffold_12:332952-334117	+	369	hypothetical protein		ENOG41											
X5_002583	scaffold_12:335310-335577	-	88	hypothetical protein													
X5_002584	scaffold_12:336406-336668	+	70	hypothetical protein													
X5_002585	scaffold_12:341427-342287	+	183	hypothetical protein		ENOG41											
X5_002586	scaffold_12:343363-346573	+	399	hypothetical protein		ENOG41											
X5_002587	scaffold_12:406644-410025	-	1061	hypothetical protein		ENOG41											
X5_002588	scaffold_12:411388-414389	-	922	hypothetical protein		ENOG41											
X5_003411	scaffold_13:22237-22862	+	180	hypothetical protein													
X5_003412	scaffold_13:22949-23766	-	186	hypothetical protein													
X5_003413	scaffold_13:71370-72924	-	517	hypothetical protein		ENOG41											
X5_003414	scaffold_13:73859-78895	-	1581	hypothetical protein													
X5_003415	scaffold_13:79945-81666	-	479	Phosphoglycerate dehydrogenase ser3													
X5_003416	scaffold_13:105086-106941	-	438	hypothetical protein													
X5_003417	scaffold_13:107002-113499	+	1658	hypothetical protein													
X5_003418	scaffold_13:114362-116108	+	581	serine/threonine protein kinase, CMGC, CDC2/CDK sub													
X5_003419	scaffold_13:117252-119358	+	701	hypothetical protein													
X5_003420	scaffold_13:120273-122024	-	530	hypothetical protein		ENOG41											
X5_003421	scaffold_13:122503-123466	+	302	hypothetical protein													
X5_003422	scaffold_13:123932-125456	-	474	hypothetical protein		ENOG41											
X5_003423	scaffold_13:127516-128070	+	116	RNA polymerase subunit AC19													
X5_003424	scaffold_13:128169-128820	-	123	hypothetical protein													
X5_003425	scaffold_13:129077-132780	+	690	hypothetical protein													
X5_003426	scaffold_13:133042-134162	-	350	putative tRNA threonylcarbamoyladenosine biosynthesis protein kae1													
X5_003427	scaffold_13:135250-137093	-	565	hypothetical protein													
X5_003428	scaffold_13:137261-138403	+	241	Calcineurin subunit B													
X5_003429	scaffold_13:139851-141090	-	377	hypothetical protein		ENOG41											
X5_003430	scaffold_13:145389-146408	-	318	hypothetical protein													
X5_003431	scaffold_13:146576-150286	+	959	hypothetical protein													
X5_003432	scaffold_13:150475-152174	-	531	hypothetical protein													
X5_003433	scaffold_13:152543-153315	+	199	hypothetical protein													
X5_003434	scaffold_13:153959-154788	-	166	ER membrane protein DP1/Yop1													
X5_003435	scaffold_13:155280-157978	+	854	hypothetical protein													
X5_003436	scaffold_13:158834-160789	-	556	hypothetical protein		ENOG41											
X5_003437	scaffold_13:161400-162670	+	366	hypothetical protein													
X5_003438	scaffold_13:163091-166825	-	1020	hypothetical protein													
X5_003439	scaffold_13:167743-169679	+	623	hypothetical protein													
X5_003440	scaffold_13:169975-171355	-	459	hypothetical protein													
X5_003441	scaffold_13:173855-174266	+	136	hypothetical protein													
X5_003442	scaffold_13:174785-176439	-	476	hypothetical protein													
X5_003443	scaffold_13:176784-177302	+	119	transcription elongation factor spt4													
X5_003444	scaffold_13:178242-179468	-	341	hypothetical protein		ENOG41											
X5_003445	scaffold_13:181575-186914	+	1538	hypothetical protein													
X5_003446	scaffold_13:188781-189703	-	283	hypothetical protein													
X5_003447	scaffold_13:189993-190572	+	192	hypothetical protein													
X5_003448	scaffold_13:190991-192314	-	401	hypothetical protein													
X5_003449	scaffold_13:192696-195873	+	767	hypothetical protein													
X5_003450	scaffold_13:196245-197244	-	332	hypothetical protein													
X5_003451	scaffold_13:197583-199186	-	463	hypothetical protein		ENOG41											
X5_003452	scaffold_13:199737-201485	-	566	hypothetical protein													
X5_003453	scaffold_13:202550-203056	+	139	hypothetical protein													
X5_003454	scaffold_13:203315-207486	-	1372	GTPase-activating protein													
X5_003455	scaffold_13:209630-210298	-	170	E3 ubiquitin ligase complex SCF subunit scon-3													
X5_003456	scaffold_13:212444-214246	+	515	hypothetical protein													
X5_003457	scaffold_13:214480-216068	-	410	hypothetical protein													
X5_003458	scaffold_13:218399-221484	+	739	hypothetical protein													
X5_003459	scaffold_13:221701-222343	-	176	hypothetical protein													
X5_003460	scaffold_13:222805-224941	+	646	hypothetical protein													
X5_003461	scaffold_13:228542-231975	+	773	hypothetical protein													
X5_003462	scaffold_13:232734-235152	-	728	hypothetical protein													
X5_003463	scaffold_13:235500-237582	+	677	hypothetical protein													
X5_003464	scaffold_13:237729-238731	-	314	hypothetical protein		ENOG41											
X5_003465	scaffold_13:240443-241688	-	414	Pre-mRNA-splicing factor		ENOG41											
X5_003466	scaffold_13:241898-243492	+	363	Ribosome-interacting GTPase 2													
X5_003467	scaffold_13:243930-245196	+	372	hypothetical protein													
X5_003468	scaffold_13:245977-251057	-	1587	hypothetical protein													
X5_003469	scaffold_13:251435-253674	+	711	hypothetical protein		ENOG41											
X5_003470	scaffold_13:254082-254836	-	223	hypothetical protein													
X5_003471	scaffold_13:258308-260887	+	781	hypothetical protein		ENOG41											
X5_003472	scaffold_13:261669-262694	-	319	hypothetical protein													
X5_003473	scaffold_13:266454-267590	-	351	hypothetical protein													
X5_003474	scaffold_13:267895-272509	-	1458	hypothetical protein		ENOG41											
X5_003475	scaffold_13:273582-275740	-	684	hypothetical protein		ENOG41											
X5_003476	scaffold_13:277614-287451	-	2637	hypothetical protein		ENOG41											
X5_003477	scaffold_13:287985-289430	+	461	hypothetical protein													
X5_003478	scaffold_13:290006-291673	-	476	translocon subunit													
X5_003479	scaffold_13:292493-293481	-	313	hypothetical protein													
X5_003480	scaffold_13:294964-295475	+	127	hypothetical protein													
X5_003481	scaffold_13:296168-296797	+	172	hypothetical protein		ENOG41											
X5_003482	scaffold_13:297054-300426	-	1001	hypothetical protein		ENOG41											
X5_003483	scaffold_13:300786-303109	+	683	hypothetical protein													
X5_003484	scaffold_13:303232-304948	-	571	hypothetical protein													
X5_003485	scaffold_13:305562-307374	+	425	hypothetical protein													
X5_003486	scaffold_13:307975-309621	-	475	hypothetical protein													
X5_003487	scaffold_13:309897-312923	-	969	hypothetical protein													
X5_003488	scaffold_13:314436-317320	+	895	hypothetical protein													
X5_003489	scaffold_13:318693-319368	-	136	hypothetical protein													
X5_003490	scaffold_13:321970-323096	+	331	hypothetical protein		ENOG41											
X5_003491	scaffold_13:325916-327851	+	644	hypothetical protein		ENOG41											
X5_003492	scaffold_13:328414-329227	-	270	hypothetical protein		ENOG41											
X5_003493	scaffold_13:329672-332059	+	709	hypothetical protein		ENOG41											
X5_003494	scaffold_13:332624-333984	-	349	hypothetical protein													
X5_003495	scaffold_13:334265-335036	+	256	hypothetical protein													
X5_003496	scaffold_13:335914-337289	-	441	hypothetical protein													
X5_003497	scaffold_13:337544-339580	+	660	hypothetical protein													
X5_003498	scaffold_13:339887-341441	+	460	hypothetical protein													
X5_003499	scaffold_13:341826-342293	+	118	hypothetical protein		ENOG41											
X5_003500	scaffold_13:342685-344241	-	336	hypothetical protein		ENOG41											
X5_003501	scaffold_13:345688-350767	+	1692	hypothetical protein		ENOG41											
