GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X3_011384	scaffold_4:67669-70382	-	864	hypothetical protein													
X3_011385	scaffold_4:70436-73325	+	962	hypothetical protein													
X3_011386	scaffold_4:73341-74857	-	476	hypothetical protein		ENOG41											
X3_011387	scaffold_4:74913-75801	-	295	hypothetical protein		ENOG41											
X3_011388	scaffold_4:75832-76816	-	327	hypothetical protein		ENOG41											
X3_011389	scaffold_4:76910-78149	+	412	hypothetical protein		ENOG41											
X3_011390	scaffold_4:78212-81985	+	1204	hypothetical protein		ENOG41											
X3_011391	scaffold_4:82053-82632	-	192	hypothetical protein		ENOG41											
X3_011392	scaffold_4:82737-84061	+	421	hypothetical protein		ENOG41											
X3_011393	scaffold_4:84139-85045	-	301	hypothetical protein													
X3_011394	scaffold_4:85115-85712	-	198	hypothetical protein													
X3_011395	scaffold_4:85913-87513	+	450	hypothetical protein		ENOG41											
X3_011396	scaffold_4:87562-90815	-	992	hypothetical protein		ENOG41											
X3_011397	scaffold_4:91012-92922	-	562	hypothetical protein		ENOG41											
X3_011398	scaffold_4:93206-94376	-	389	hypothetical protein													
X3_011399	scaffold_4:94480-95987	+	437	hypothetical protein													
X3_011400	scaffold_4:96026-98080	+	643	hypothetical protein													
X3_011401	scaffold_4:98114-99797	+	560	hypothetical protein		ENOG41											
X3_011402	scaffold_4:99937-101459	-	489	hypothetical protein													
X3_011403	scaffold_4:101559-108212	+	2130	hypothetical protein		ENOG41											
X3_011404	scaffold_4:108261-111322	-	845	hypothetical protein		ENOG41											
X3_011405	scaffold_4:111445-113110	+	541	hypothetical protein		ENOG41											
X3_011406	scaffold_4:113161-114567	-	450	hypothetical protein		ENOG41											
X3_011407	scaffold_4:114656-115331	+	224	hypothetical protein													
X3_011408	scaffold_4:115346-117091	-	423	hypothetical protein													
X3_011409	scaffold_4:117605-118627	+	319	hypothetical protein		ENOG41											
X3_011410	scaffold_4:118738-120186	-	466	hypothetical protein		ENOG41											
X3_011411	scaffold_4:120693-125385	+	1435	hypothetical protein													
X3_011412	scaffold_4:125398-126316	-	305	hypothetical protein		ENOG41											
X3_011413	scaffold_4:126339-126936	-	198	hypothetical protein													
X3_011416	scaffold_4:127286-131039	+	1117	hypothetical protein		ENOG41											
X3_011417	scaffold_4:131054-133039	-	638	hypothetical protein													
X3_011418	scaffold_4:133086-134184	+	365	hypothetical protein													
X3_011419	scaffold_4:134188-135982	-	597	hypothetical protein													
X3_011420	scaffold_4:136131-136980	+	282	hypothetical protein		ENOG41											
X3_011421	scaffold_4:137069-138929	-	584	hypothetical protein													
X3_011422	scaffold_4:138963-149560	+	3284	hypothetical protein													
X3_011423	scaffold_4:149594-150723	-	290	hypothetical protein													
X3_011424	scaffold_4:150842-151466	+	207	hypothetical protein													
X3_011425	scaffold_4:151577-157629	+	1924	hypothetical protein													
X3_011426	scaffold_4:157753-158293	-	179	hypothetical protein		ENOG41											
X3_011427	scaffold_4:158367-159792	-	446	hypothetical protein													
X3_011428	scaffold_4:159969-163654	+	1100	hypothetical protein													
X3_011429	scaffold_4:163731-170957	-	2268	hypothetical protein													
X3_011430	scaffold_4:171011-175073	-	1315	hypothetical protein													
X3_011431	scaffold_4:175168-176710	-	471	hypothetical protein		ENOG41											
X3_011432	scaffold_4:176856-177819	-	320	hypothetical protein													
X3_011433	scaffold_4:177852-180046	-	686	hypothetical protein													
X3_011434	scaffold_4:180143-180407	+	87	hypothetical protein													
X3_011435	scaffold_4:180413-181268	-	284	hypothetical protein													
X3_011436	scaffold_4:181477-183811	+	761	hypothetical protein													
X3_011437	scaffold_4:183986-184460	-	157	hypothetical protein													
X3_011438	scaffold_4:184501-185497	+	331	hypothetical protein													
X3_011439	scaffold_4:185505-186894	-	462	hypothetical protein													
X3_011440	scaffold_4:187297-188640	+	412	hypothetical protein		ENOG41											
X3_011441	scaffold_4:188995-189676	+	226	hypothetical protein		ENOG41											
X3_011442	scaffold_4:189688-191960	-	731	hypothetical protein													
X3_011443	scaffold_4:192057-194720	-	865	hypothetical protein		ENOG41											
X3_011444	scaffold_4:194738-195179	-	146	hypothetical protein													
X3_011445	scaffold_4:195214-196639	-	474	hypothetical protein													
X3_011446	scaffold_4:196679-199569	+	850	hypothetical protein													
X3_011447	scaffold_4:199680-200445	-	254	hypothetical protein													
X3_011448	scaffold_4:200612-201481	+	267	hypothetical protein													
X3_011449	scaffold_4:201527-201764	+	78	hypothetical protein													
X3_011450	scaffold_4:201803-203135	+	443	hypothetical protein													
X3_011451	scaffold_4:203639-207809	-	1298	hypothetical protein													
X3_011452	scaffold_4:207866-211973	+	1305	hypothetical protein													
X3_011453	scaffold_4:212269-215842	-	1141	hypothetical protein		ENOG41											
X3_011454	scaffold_4:215919-225537	+	3081	hypothetical protein													
X3_011455	scaffold_4:225564-226928	+	418	hypothetical protein		ENOG41											
X3_011456	scaffold_4:226972-227215	-	80	hypothetical protein		ENOG41											
X3_011457	scaffold_4:227248-228717	-	474	hypothetical protein													
X3_011458	scaffold_4:228838-229804	-	321	hypothetical protein													
X3_011459	scaffold_4:229822-230857	-	344	hypothetical protein													
X3_011460	scaffold_4:230876-236391	-	1713	hypothetical protein													
X3_011461	scaffold_4:236601-239373	-	901	hypothetical protein													
X3_011462	scaffold_4:239444-241118	+	538	hypothetical protein													
X3_011463	scaffold_4:241176-241572	+	131	hypothetical protein													
X3_011464	scaffold_4:241588-245343	-	1192	hypothetical protein													
X3_011465	scaffold_4:245370-247583	+	704	hypothetical protein													
X3_011466	scaffold_4:247645-249346	+	566	hypothetical protein													
X3_011467	scaffold_4:249387-252870	+	1076	hypothetical protein		ENOG41											
X3_011468	scaffold_4:252885-253464	-	192	hypothetical protein													
X3_011469	scaffold_4:253498-254488	+	329	hypothetical protein		ENOG41											
X3_011470	scaffold_4:254519-255509	+	329	hypothetical protein		ENOG41											
X3_011471	scaffold_4:255799-258203	+	742	hypothetical protein													
X3_011472	scaffold_4:258467-261144	-	819	hypothetical protein		ENOG41											
X3_011473	scaffold_4:261163-267669	-	1997	hypothetical protein													
X3_011474	scaffold_4:267734-269806	-	675	hypothetical protein													
X3_011475	scaffold_4:269981-275869	-	1869	hypothetical protein													
X3_011476	scaffold_4:276029-282014	-	1814	hypothetical protein													
X3_011477	scaffold_4:282101-282671	-	189	hypothetical protein		ENOG41											
X3_011478	scaffold_4:282729-285864	+	972	hypothetical protein													
X3_011479	scaffold_4:285920-287358	+	463	hypothetical protein		ENOG41											
X3_011480	scaffold_4:287423-288824	+	466	hypothetical protein													
X3_011481	scaffold_4:288857-290629	+	562	hypothetical protein		ENOG41											
X3_011482	scaffold_4:290793-297861	-	2181	hypothetical protein													
X3_011483	scaffold_4:297901-298366	+	154	hypothetical protein		ENOG41											
X3_011484	scaffold_4:298412-299543	+	376	hypothetical protein													
X3_011485	scaffold_4:299586-301555	+	612	hypothetical protein													
X3_011486	scaffold_4:301761-302859	-	365	hypothetical protein													
X3_011487	scaffold_4:302923-303556	+	210	hypothetical protein		ENOG41											
X3_011488	scaffold_4:303583-304408	+	274	hypothetical protein													
X3_011489	scaffold_4:304426-307324	-	932	hypothetical protein													
X3_011490	scaffold_4:307573-307929	+	101	hypothetical protein													
X3_011491	scaffold_4:308367-309018	+	200	hypothetical protein		ENOG41											
X3_011492	scaffold_4:309044-310613	-	522	hypothetical protein													
X3_011493	scaffold_4:321247-321700	+	150	hypothetical protein		ENOG41											
X3_011494	scaffold_4:321712-328683	-	2229	hypothetical protein													
X3_011495	scaffold_4:328774-331144	+	773	hypothetical protein		ENOG41											
X3_011496	scaffold_4:331152-331590	-	145	hypothetical protein													
X3_011497	scaffold_4:331616-336406	-	1541	hypothetical protein													
X3_011498	scaffold_4:336500-344053	+	2384	hypothetical protein													
X3_011499	scaffold_4:344057-344996	-	312	hypothetical protein		ENOG41											
X3_011500	scaffold_4:345157-345943	+	261	hypothetical protein		ENOG41											
X3_011501	scaffold_4:345948-349918	-	1272	hypothetical protein													
X3_011502	scaffold_4:349956-352315	-	746	hypothetical protein													
X3_011503	scaffold_4:352427-352661	+	77	hypothetical protein													
X3_011504	scaffold_4:352677-353157	-	159	hypothetical protein		ENOG41											
X3_011505	scaffold_4:353188-354439	+	416	hypothetical protein		ENOG41											
X3_011506	scaffold_4:354457-355243	-	261	hypothetical protein													
X3_011507	scaffold_4:355449-356595	-	381	hypothetical protein													
X3_011508	scaffold_4:356715-357450	+	244	hypothetical protein													
X3_011509	scaffold_4:357547-357997	+	149	hypothetical protein													
X3_011510	scaffold_4:358020-358770	-	249	hypothetical protein		ENOG41											
X3_011511	scaffold_4:358858-360841	+	644	hypothetical protein													
X3_011512	scaffold_4:360879-362805	+	531	hypothetical protein													
X3_011513	scaffold_4:362912-364661	+	582	hypothetical protein													
X3_011514	scaffold_4:364700-366948	+	732	hypothetical protein													
X3_011515	scaffold_4:367137-370769	+	1113	hypothetical protein		ENOG41											
X3_011516	scaffold_4:370831-372698	+	590	hypothetical protein													
X3_011517	scaffold_4:372711-373710	+	332	hypothetical protein													
X3_011518	scaffold_4:373757-377070	+	1068	hypothetical protein													
X3_011519	scaffold_4:377183-384064	+	2154	hypothetical protein													
X3_011520	scaffold_4:384099-388168	+	1287	hypothetical protein													
X3_011521	scaffold_4:388281-390015	+	515	hypothetical protein		ENOG41											
X3_011522	scaffold_4:390034-390910	-	291	hypothetical protein		ENOG41											
X3_011523	scaffold_4:391176-392467	+	411	hypothetical protein													
X3_011525	scaffold_4:392671-393160	-	162	hypothetical protein		ENOG41											
X3_011527	scaffold_4:393358-394354	+	331	hypothetical protein													
X3_011528	scaffold_4:394608-396560	+	629	hypothetical protein													
X3_011529	scaffold_4:396576-397275	-	232	hypothetical protein													
X3_011530	scaffold_4:397427-397970	+	180	hypothetical protein													
X3_011531	scaffold_4:397977-400062	-	655	hypothetical protein													
X3_011532	scaffold_4:400116-401817	+	566	hypothetical protein													
X3_011533	scaffold_4:401948-403382	+	477	hypothetical protein													
X3_011534	scaffold_4:403441-404814	-	437	hypothetical protein		ENOG41											
X3_011535	scaffold_4:404934-406215	-	426	hypothetical protein													
X3_011536	scaffold_4:406248-410071	+	1204	hypothetical protein													
X3_011537	scaffold_4:410100-410997	-	298	hypothetical protein		ENOG41											
X3_011538	scaffold_4:411055-411898	-	280	hypothetical protein		ENOG41											
X3_011539	scaffold_4:412054-412974	+	266	hypothetical protein		ENOG41											
X3_011540	scaffold_4:413020-414796	-	539	hypothetical protein		ENOG41											
X3_011541	scaffold_4:414816-420153	-	1629	hypothetical protein													
X3_011542	scaffold_4:420214-422401	+	728	hypothetical protein													
X3_011543	scaffold_4:422451-423387	+	311	hypothetical protein		ENOG41											
X3_011544	scaffold_4:423546-435068	-	3679	hypothetical protein													
X3_011545	scaffold_4:435096-435978	-	293	hypothetical protein		ENOG41											
X3_011546	scaffold_4:436236-438824	+	815	hypothetical protein													
X3_011547	scaffold_4:438932-439133	-	66	hypothetical protein													
X3_011548	scaffold_4:439166-439645	-	128	hypothetical protein													
X3_011549	scaffold_4:439679-440510	-	276	hypothetical protein													
X3_011550	scaffold_4:440628-442307	+	540	hypothetical protein													
X3_011551	scaffold_4:442611-443376	-	254	hypothetical protein		ENOG41											
X3_011552	scaffold_4:443401-444776	+	431	hypothetical protein		ENOG41											
X3_011553	scaffold_4:444878-454914	-	3184	hypothetical protein		ENOG41											
X3_011554	scaffold_4:455036-458302	+	987	hypothetical protein													
X3_011555	scaffold_4:458380-467050	-	2666	hypothetical protein													
X3_011556	scaffold_4:467156-468473	-	438	hypothetical protein													
X3_011557	scaffold_4:468870-469365	-	164	hypothetical protein													
X3_011558	scaffold_4:469415-471543	+	678	hypothetical protein													
X3_011559	scaffold_4:471557-472313	+	251	hypothetical protein													
X3_011560	scaffold_4:472326-473861	+	469	hypothetical protein													
X3_011561	scaffold_4:474369-476690	-	750	hypothetical protein													
X3_011562	scaffold_4:476731-482879	+	1944	hypothetical protein		ENOG41											
X3_011563	scaffold_4:482908-488052	+	1642	hypothetical protein		ENOG41											
X3_011564	scaffold_4:488125-489965	+	593	hypothetical protein													
X3_011565	scaffold_4:490025-490691	+	221	hypothetical protein													
X3_011566	scaffold_4:490704-493992	+	1029	hypothetical protein													
X3_011567	scaffold_4:494064-494508	-	147	hypothetical protein		ENOG41											
X3_011569	scaffold_4:506801-510280	-	1114	hypothetical protein													
X3_011570	scaffold_4:510601-511478	-	272	hypothetical protein													
X3_011571	scaffold_4:511641-513235	+	500	hypothetical protein		ENOG41											
X3_011572	scaffold_4:513248-519247	-	1849	hypothetical protein													
X3_011573	scaffold_4:519291-521166	+	624	hypothetical protein		ENOG41											
X3_011574	scaffold_4:521213-522171	+	301	hypothetical protein													
X3_011575	scaffold_4:522257-523214	-	318	hypothetical protein													
X3_011576	scaffold_4:523267-523691	-	121	hypothetical protein													
X3_011577	scaffold_4:523819-526099	-	759	hypothetical protein													
X3_011578	scaffold_4:526128-526833	+	234	hypothetical protein													
X3_011579	scaffold_4:526900-536889	+	3125	hypothetical protein													
X3_011580	scaffold_4:536902-538009	+	368	hypothetical protein													
X3_011581	scaffold_4:538119-539795	-	513	hypothetical protein													
X3_011582	scaffold_4:540000-543231	+	1076	hypothetical protein													
X3_011583	scaffold_4:543920-550439	-	2038	hypothetical protein													
X3_011584	scaffold_4:550469-551159	+	229	hypothetical protein													
X3_011585	scaffold_4:551160-551721	-	186	hypothetical protein		ENOG41											
X3_011586	scaffold_4:551875-552544	-	222	hypothetical protein													
X3_011587	scaffold_4:552649-553459	+	269	hypothetical protein		ENOG41											
X3_011588	scaffold_4:553798-555040	-	413	hypothetical protein													
X3_011589	scaffold_4:555129-560295	+	1565	hypothetical protein		ENOG41											
X3_011590	scaffold_4:560382-561288	-	301	hypothetical protein		ENOG41											
X3_011591	scaffold_4:561355-564797	+	1079	hypothetical protein													
X3_011592	scaffold_4:564879-566184	-	434	hypothetical protein													
X3_011593	scaffold_4:566233-569340	+	1014	hypothetical protein													
X3_011594	scaffold_4:569395-570958	+	447	hypothetical protein		ENOG41											
X3_011595	scaffold_4:570964-573587	-	843	hypothetical protein													
X3_011596	scaffold_4:573613-581939	-	2613	hypothetical protein													
X3_011597	scaffold_4:582425-584781	+	748	hypothetical protein													
X3_011598	scaffold_4:584807-585470	+	220	hypothetical protein													
X3_011599	scaffold_4:585502-588625	+	1040	hypothetical protein													
X3_011600	scaffold_4:588707-590904	-	694	hypothetical protein		ENOG41											
X3_011601	scaffold_4:591010-593546	+	795	hypothetical protein													
X3_011602	scaffold_4:593907-594753	-	281	hypothetical protein		ENOG41											
X3_011603	scaffold_4:594811-595420	+	202	hypothetical protein		ENOG41											
X3_011604	scaffold_4:595483-598577	-	939	hypothetical protein													
X3_011605	scaffold_4:598769-599665	+	279	hypothetical protein													
X3_011606	scaffold_4:600004-604694	-	1546	hypothetical protein													
X3_011607	scaffold_4:604907-606708	+	551	hypothetical protein													
X3_011608	scaffold_4:606771-609564	-	834	hypothetical protein													
X3_011609	scaffold_4:609579-610485	-	301	hypothetical protein													
X3_011610	scaffold_4:610578-611360	+	246	hypothetical protein													
X3_011611	scaffold_4:611387-612536	+	382	hypothetical protein		ENOG41											
X3_011612	scaffold_4:614228-616433	-	734	hypothetical protein													
X3_011613	scaffold_4:616478-619227	+	874	hypothetical protein		ENOG41											
X3_011614	scaffold_4:619368-621666	+	710	hypothetical protein													
X3_011615	scaffold_4:621706-622843	+	378	hypothetical protein													
X3_011616	scaffold_4:622864-624514	+	549	hypothetical protein													
X3_011617	scaffold_4:624686-628969	-	1360	hypothetical protein													
X3_011618	scaffold_4:628984-631173	-	714	hypothetical protein		ENOG41											
X3_011619	scaffold_4:631231-633499	+	755	hypothetical protein													
X3_011620	scaffold_4:634040-637259	-	1043	hypothetical protein													
X3_011621	scaffold_4:637366-640138	+	886	hypothetical protein													
X3_011622	scaffold_4:640169-642834	+	850	hypothetical protein													
X3_011623	scaffold_4:642891-648246	-	1648	hypothetical protein													
X3_011624	scaffold_4:648313-651131	+	907	hypothetical protein													
X3_011625	scaffold_4:651185-663291	-	3754	hypothetical protein													
X3_011626	scaffold_4:663418-667787	+	1359	hypothetical protein													
X3_011627	scaffold_4:667800-669608	-	546	hypothetical protein													
X3_011628	scaffold_4:669639-670716	-	358	hypothetical protein													
X3_011629	scaffold_4:670750-673548	-	915	hypothetical protein													
X3_011630	scaffold_4:673581-674289	-	235	hypothetical protein													
X3_011631	scaffold_4:674327-674972	-	214	hypothetical protein		ENOG41											
X3_011632	scaffold_4:675050-676091	+	346	hypothetical protein		ENOG41											
X3_011633	scaffold_4:676110-677274	+	387	hypothetical protein													
X3_011634	scaffold_4:677495-678623	-	375	hypothetical protein													
X3_011635	scaffold_4:678687-682274	-	1076	hypothetical protein													
X3_011636	scaffold_4:682359-683372	+	308	hypothetical protein													
X3_011637	scaffold_4:683379-684333	-	317	hypothetical protein		ENOG41											
X3_011638	scaffold_4:684561-689953	-	1755	hypothetical protein													
X3_011639	scaffold_4:689996-692713	+	892	hypothetical protein													
X3_011640	scaffold_4:692815-695094	-	719	hypothetical protein													
X3_011642	scaffold_4:695830-696655	+	274	hypothetical protein													
X3_011643	scaffold_4:696658-697621	-	320	hypothetical protein		ENOG41											
X3_011644	scaffold_4:697699-705264	-	2234	hypothetical protein													
X3_011645	scaffold_4:705298-706393	-	364	hypothetical protein													
X3_011646	scaffold_4:706470-707556	-	361	hypothetical protein													
X3_011647	scaffold_4:707905-712918	-	1557	hypothetical protein		ENOG41											
X3_011648	scaffold_4:713170-714082	+	303	hypothetical protein		ENOG41											
X3_011649	scaffold_4:714355-714901	+	181	hypothetical protein		ENOG41											
X3_011650	scaffold_4:715086-715890	-	267	hypothetical protein													
X3_011651	scaffold_4:715903-719681	-	1121	hypothetical protein													
X3_011652	scaffold_4:719715-721762	-	662	hypothetical protein		ENOG41											
X3_011653	scaffold_4:721816-722747	+	240	hypothetical protein		ENOG41											
X3_011654	scaffold_4:723083-725119	-	657	hypothetical protein													
X3_011655	scaffold_4:725291-726828	+	495	hypothetical protein													
X3_011656	scaffold_4:726920-727916	+	331	hypothetical protein													
X3_011657	scaffold_4:728050-728761	+	236	hypothetical protein													
X3_011658	scaffold_4:729247-729634	-	128	hypothetical protein													
X3_011659	scaffold_4:729647-734218	-	1399	hypothetical protein													
X3_011660	scaffold_4:734302-735196	-	297	hypothetical protein		ENOG41											
X3_011661	scaffold_4:735210-744007	-	2730	hypothetical protein													
X3_011662	scaffold_4:744112-747186	+	982	hypothetical protein													
X3_011663	scaffold_4:747284-748764	+	475	hypothetical protein													
X3_011664	scaffold_4:748813-751473	-	848	hypothetical protein		ENOG41											
X3_011665	scaffold_4:751502-752138	+	211	hypothetical protein													
X3_011666	scaffold_4:752325-752823	-	165	hypothetical protein		ENOG41											
X3_011667	scaffold_4:752868-753270	+	133	hypothetical protein		ENOG41											
X3_011668	scaffold_4:753424-760931	-	2363	hypothetical protein													
X3_011669	scaffold_4:761657-762973	+	413	hypothetical protein		ENOG41											
X3_011670	scaffold_4:763059-764064	+	334	hypothetical protein													
X3_011671	scaffold_4:764091-765342	+	416	hypothetical protein													
X3_011672	scaffold_4:765348-765969	-	206	hypothetical protein													
X3_011673	scaffold_4:766028-768956	-	975	hypothetical protein		ENOG41											
X3_011674	scaffold_4:768993-770004	-	336	hypothetical protein													
X3_011675	scaffold_4:770168-775401	+	1659	hypothetical protein													
X3_011676	scaffold_4:775412-776360	-	315	hypothetical protein		ENOG41											
X3_011677	scaffold_4:776391-780168	-	1203	hypothetical protein													
X3_011678	scaffold_4:780320-780751	-	122	hypothetical protein													
X3_011679	scaffold_4:780803-781670	+	288	hypothetical protein													
X3_011680	scaffold_4:781722-785663	-	1218	hypothetical protein													
X3_011681	scaffold_4:785680-786532	-	283	hypothetical protein													
X3_011682	scaffold_4:786654-792941	-	1942	hypothetical protein													
X3_011683	scaffold_4:793107-797489	-	1362	hypothetical protein													
X3_011684	scaffold_4:797506-798693	-	381	hypothetical protein													
X3_011685	scaffold_4:798974-801676	+	878	hypothetical protein													
X3_011686	scaffold_4:801699-805564	+	1257	hypothetical protein													
X3_011687	scaffold_4:805582-806425	-	280	hypothetical protein		ENOG41											
X3_011688	scaffold_4:806545-819956	-	4222	hypothetical protein													
X3_011689	scaffold_4:821936-822305	+	122	hypothetical protein													
X3_011690	scaffold_4:822339-824577	+	745	hypothetical protein													
X3_011691	scaffold_4:824666-826937	+	603	hypothetical protein		ENOG41											
X3_011692	scaffold_4:826977-833131	-	1920	hypothetical protein													
X3_011693	scaffold_4:833228-836341	-	1017	hypothetical protein													
X3_011694	scaffold_4:836374-837355	+	326	hypothetical protein													
X3_011695	scaffold_4:837541-843822	+	1962	hypothetical protein													
X3_011696	scaffold_4:843868-847095	+	973	hypothetical protein													
X3_011697	scaffold_4:847129-848080	-	316	hypothetical protein													
X3_011698	scaffold_4:848127-850617	-	829	hypothetical protein		ENOG41											
X3_011699	scaffold_4:850661-854564	-	1237	hypothetical protein													
X3_011700	scaffold_4:854728-856341	+	500	hypothetical protein		ENOG41											
X3_011702	scaffold_4:856555-857178	-	172	hypothetical protein		ENOG41											
X3_011703	scaffold_4:857215-859916	+	869	hypothetical protein													
X3_011704	scaffold_4:860014-861139	+	329	hypothetical protein		ENOG41											
X3_011705	scaffold_4:861470-863403	-	613	hypothetical protein		ENOG41											
X3_011706	scaffold_4:863450-863972	+	173	hypothetical protein													
X3_011707	scaffold_4:864016-865099	+	360	hypothetical protein													
X3_011708	scaffold_4:865237-867281	-	640	hypothetical protein													
X3_011709	scaffold_4:868706-869920	+	382	hypothetical protein													
X3_011710	scaffold_4:870405-870789	-	127	hypothetical protein													
X3_011711	scaffold_4:870807-881078	-	3189	hypothetical protein		ENOG41											
X3_011712	scaffold_4:881136-884123	+	945	hypothetical protein		ENOG41											
X3_011713	scaffold_4:884199-887041	-	926	hypothetical protein													
X3_011714	scaffold_4:887107-888571	+	487	hypothetical protein													
X3_011715	scaffold_4:888577-889318	-	246	hypothetical protein		ENOG41											
X3_011716	scaffold_4:889416-890220	-	267	hypothetical protein													
X3_011717	scaffold_4:890384-891377	+	330	hypothetical protein		ENOG41											
X3_011718	scaffold_4:891423-895232	-	1192	hypothetical protein													
X3_011719	scaffold_4:895395-900208	-	1459	hypothetical protein		ENOG41											
X3_011720	scaffold_4:900347-902940	+	847	hypothetical protein													
X3_011721	scaffold_4:902949-904179	-	409	hypothetical protein													
X3_011723	scaffold_4:904302-904725	-	140	hypothetical protein													
X3_011724	scaffold_4:904755-907459	-	823	hypothetical protein													
X3_011725	scaffold_4:907561-908287	+	241	hypothetical protein													
X3_011726	scaffold_4:908309-908891	+	193	hypothetical protein													
X3_011727	scaffold_4:908911-909712	-	266	hypothetical protein		ENOG41											
X3_011728	scaffold_4:909737-911240	+	500	hypothetical protein		ENOG41											
X3_011729	scaffold_4:911243-913452	-	716	hypothetical protein		ENOG41											
X3_011730	scaffold_4:913748-914882	+	377	hypothetical protein		ENOG41											
X3_011731	scaffold_4:915176-915584	+	135	hypothetical protein													
X3_011732	scaffold_4:915628-918384	+	896	hypothetical protein		ENOG41											
X3_011733	scaffold_4:918419-920144	+	574	hypothetical protein		ENOG41											
X3_011734	scaffold_4:920156-923066	-	914	hypothetical protein													
X3_011735	scaffold_4:923121-925645	-	776	hypothetical protein		ENOG41											
X3_011736	scaffold_4:925840-926659	+	272	hypothetical protein		ENOG41											
X3_011737	scaffold_4:926781-928493	-	552	hypothetical protein													
X3_011738	scaffold_4:928573-929229	-	194	hypothetical protein		ENOG41											
X3_011739	scaffold_4:929336-931290	+	604	hypothetical protein													
X3_011740	scaffold_4:931317-934898	-	1118	hypothetical protein		ENOG41											
X3_011741	scaffold_4:935060-938100	+	990	hypothetical protein		ENOG41											
X3_011742	scaffold_4:938180-939814	+	496	hypothetical protein													
X3_011743	scaffold_4:939931-940521	+	179	hypothetical protein													
X3_011744	scaffold_4:940690-941908	+	405	hypothetical protein													
X3_011745	scaffold_4:942011-943765	-	501	hypothetical protein		ENOG41											
X3_011746	scaffold_4:943841-950758	-	2169	hypothetical protein		ENOG41											
X3_011747	scaffold_4:950781-962086	-	3560	hypothetical protein													
X3_011748	scaffold_4:962107-963061	-	317	hypothetical protein													
X3_011749	scaffold_4:963107-964706	+	517	hypothetical protein		ENOG41											
X3_011750	scaffold_4:964713-965172	-	152	hypothetical protein		ENOG41											
X3_011751	scaffold_4:965224-965967	+	228	hypothetical protein		ENOG41											
X3_011752	scaffold_4:966051-975351	+	2916	hypothetical protein													
X3_011753	scaffold_4:975468-977160	+	563	hypothetical protein													
X3_011754	scaffold_4:977309-978677	+	455	hypothetical protein													
X3_011755	scaffold_4:978718-979624	+	301	hypothetical protein													
X3_011756	scaffold_4:979671-983567	+	1230	hypothetical protein		ENOG41											
X3_011757	scaffold_4:983610-986135	-	785	hypothetical protein		ENOG41											
X3_011758	scaffold_4:986165-989534	+	1122	hypothetical protein													
X3_011759	scaffold_4:989619-993714	+	1270	hypothetical protein													
X3_013137	scaffold_5:1239-2169	-	262	hypothetical protein		ENOG41											
X3_013138	scaffold_5:3505-4638	+	357	hypothetical protein		ENOG41											
X3_013139	scaffold_5:6050-6925	-	270	hypothetical protein		ENOG41											
X3_013140	scaffold_5:7447-7841	-	108	hypothetical protein													
X3_013141	scaffold_5:8950-10967	+	269	hypothetical protein													
X3_013142	scaffold_5:12155-13471	+	414	hypothetical protein		ENOG41											
X3_013143	scaffold_5:14616-15959	-	303	hypothetical protein		ENOG41											
X3_013144	scaffold_5:16544-21060	-	1182	hypothetical protein		ENOG41											
X3_013145	scaffold_5:22821-23925	-	315	hypothetical protein		ENOG41											
X3_013146	scaffold_5:25027-28167	+	695	hypothetical protein		ENOG41											
X3_013147	scaffold_5:28647-30343	+	472	hypothetical protein													
X3_013148	scaffold_5:30911-31985	-	319	hypothetical protein													
X3_013149	scaffold_5:34697-36517	+	537	hypothetical protein													
X3_013150	scaffold_5:36750-37244	-	116	40S ribosomal protein S20													
X3_013151	scaffold_5:37604-39575	+	656	hypothetical protein													
X3_013152	scaffold_5:40241-41084	+	280	hypothetical protein		ENOG41											
X3_013153	scaffold_5:41659-42656	-	313	hypothetical protein		ENOG41											
X3_013154	scaffold_5:42824-47275	+	1414	hypothetical protein													
X3_013155	scaffold_5:47587-48177	-	146	hypothetical protein													
X3_013156	scaffold_5:48269-53033	+	1305	hypothetical protein													
X3_013157	scaffold_5:56492-58488	-	580	hypothetical protein													
X3_013158	scaffold_5:59286-60810	-	507	hypothetical protein		ENOG41											
X3_013159	scaffold_5:61825-63600	-	572	hypothetical protein													
X3_013160	scaffold_5:64513-65916	-	378	hypothetical protein		ENOG41											
X3_013161	scaffold_5:67357-70008	+	829	hypothetical protein													
X3_013162	scaffold_5:70417-74283	-	814	hypothetical protein		ENOG41											
X3_013163	scaffold_5:76533-77332	+	240	hypothetical protein													
X3_013164	scaffold_5:77653-79100	-	460	hypothetical protein		ENOG41											
X3_013165	scaffold_5:79296-80936	+	527	hypothetical protein		ENOG41											
X3_013166	scaffold_5:81431-90738	-	2545	hypothetical protein													
X3_013167	scaffold_5:91802-92732	-	263	18S rRNA pseudouridine methyltransferase													
X3_013168	scaffold_5:93660-95067	-	398	hypothetical protein		ENOG41											
X3_013169	scaffold_5:96130-97954	-	588	hypothetical protein													
X3_013170	scaffold_5:98436-102195	-	937	hypothetical protein													
X3_013171	scaffold_5:102754-106275	+	968	hypothetical protein													
X3_013172	scaffold_5:106409-107789	-	459	hypothetical protein													
X3_013173	scaffold_5:107963-108835	+	272	hypothetical protein		ENOG41											
