GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X8_002704	scaffold_16:80447-80828	-	126	hypothetical protein													
X8_002705	scaffold_16:81291-82532	-	365	hypothetical protein		ENOG41											
X8_002706	scaffold_16:87594-89411	+	589	hypothetical protein													
X8_002707	scaffold_16:93056-94232	+	391	hypothetical protein													
X8_002708	scaffold_16:94610-96207	-	455	hypothetical protein													
X8_002709	scaffold_16:96388-97351	+	320	hypothetical protein													
X8_002710	scaffold_16:97836-99892	-	568	hypothetical protein													
X8_002711	scaffold_16:100705-103811	+	985	hypothetical protein													
X8_002712	scaffold_16:104211-106750	-	726	hypothetical protein		ENOG41											
X8_002713	scaffold_16:107181-109381	+	705	translation termination factor GTPase eRF3													
X8_002714	scaffold_16:110238-111387	+	382	hypothetical protein		ENOG41											
X8_002715	scaffold_16:112113-113103	+	302	hypothetical protein		ENOG41											
X8_002716	scaffold_16:113416-117088	+	1157	hypothetical protein													
X8_002717	scaffold_16:118051-119051	-	297	hypothetical protein													
X8_002718	scaffold_16:119857-121924	+	654	hypothetical protein													
X8_002719	scaffold_16:122531-123597	-	298	hypothetical protein													
X8_002720	scaffold_16:123836-125233	+	405	hypothetical protein		ENOG41											
X8_002721	scaffold_16:128473-129498	+	309	hypothetical protein													
X8_002722	scaffold_16:130579-132972	+	708	hypothetical protein													
X8_002723	scaffold_16:133261-135607	-	744	hypothetical protein													
X8_002724	scaffold_16:135921-139297	+	1107	hypothetical protein													
X8_002725	scaffold_16:139311-144986	-	1451	hypothetical protein													
X8_002726	scaffold_16:145816-147541	-	574	hypothetical protein		ENOG41											
X8_002727	scaffold_16:148578-149653	-	309	hypothetical protein		ENOG41											
X8_002728	scaffold_16:150513-152011	+	482	hypothetical protein		ENOG41											
X8_002729	scaffold_16:153161-154649	+	495	hypothetical protein		ENOG41											
X8_002730	scaffold_16:155842-158377	+	844	hypothetical protein		ENOG41											
X8_002731	scaffold_16:159385-160057	-	223	hypothetical protein													
X8_002732	scaffold_16:160901-162995	+	697	hypothetical protein		ENOG41											
X8_002733	scaffold_16:167205-167472	-	88	hypothetical protein													
X8_002734	scaffold_16:170223-171159	-	311	hypothetical protein													
X8_002735	scaffold_16:171615-174545	-	844	hypothetical protein		ENOG41											
X8_002736	scaffold_16:174884-175573	+	209	hypothetical protein													
X8_002737	scaffold_16:175922-178919	-	954	hypothetical protein													
X8_002738	scaffold_16:179888-181129	-	394	hypothetical protein		ENOG41											
X8_002739	scaffold_16:182774-187755	+	1626	hypothetical protein		ENOG41											
X8_002740	scaffold_16:188481-193892	-	1523	hypothetical protein													
X8_002741	scaffold_16:194230-195424	+	380	NADH-ubiquinone oxidoreductase 30.4 kDa subunit, mitochondrial													
X8_002742	scaffold_16:195521-196839	-	400	hypothetical protein		ENOG41											
X8_002743	scaffold_16:197099-198543	+	463	hypothetical protein													
X8_002744	scaffold_16:198804-201622	+	594	hypothetical protein													
X8_002745	scaffold_16:201880-202831	-	316	hypothetical protein		ENOG41											
X8_002746	scaffold_16:203811-205388	+	462	hypothetical protein													
X8_002747	scaffold_16:206937-207832	-	263	hypothetical protein		ENOG41											
X8_002748	scaffold_16:213469-217459	+	1329	hypothetical protein		ENOG41											
X8_002749	scaffold_16:217518-218040	+	173	hypothetical protein		ENOG41											
X8_002750	scaffold_16:218571-219621	-	349	hypothetical protein													
X8_002751	scaffold_16:220120-221668	+	494	hypothetical protein		ENOG41											
X8_002752	scaffold_16:222445-223260	-	253	hypothetical protein													
X8_002753	scaffold_16:223853-225941	+	595	hypothetical protein		ENOG41											
X8_002754	scaffold_16:226511-228283	-	480	hypothetical protein													
X8_002755	scaffold_16:228791-230063	+	334	hypothetical protein		ENOG41											
X8_002756	scaffold_16:230832-233065	+	613	hypothetical protein													
X8_002757	scaffold_16:233707-235202	-	442	hypothetical protein													
X8_002758	scaffold_16:235804-236116	+	85	hypothetical protein													
X8_002759	scaffold_16:236698-237772	-	339	hypothetical protein		ENOG41											
X8_002760	scaffold_16:238436-242157	-	929	Protein kinase													
X8_002761	scaffold_16:242584-245366	-	848	hypothetical protein		ENOG41											
X8_002762	scaffold_16:246695-248211	-	488	hypothetical protein													
X8_002763	scaffold_16:248376-248979	+	200	hypothetical protein													
X8_002764	scaffold_16:249049-249639	+	179	hypothetical protein													
X8_002765	scaffold_16:250409-252373	-	620	hypothetical protein		ENOG41											
X8_002766	scaffold_16:253344-256008	-	887	hypothetical protein													
X8_002767	scaffold_16:256590-259473	-	960	hypothetical protein		ENOG41											
X8_002768	scaffold_16:259859-261138	-	405	hypothetical protein		ENOG41											
X8_002769	scaffold_16:263047-266076	+	924	hypothetical protein													
X8_002770	scaffold_16:267702-269130	+	475	hypothetical protein													
X8_002771	scaffold_16:269739-271170	+	476	hypothetical protein													
X8_002772	scaffold_16:271490-273250	+	461	hypothetical protein													
X8_002773	scaffold_16:273323-274154	-	276	hypothetical protein													
X8_002774	scaffold_16:274738-275083	-	114	hypothetical protein													
X8_002775	scaffold_16:275573-281511	+	1727	hypothetical protein													
X8_002776	scaffold_16:282008-285003	-	975	hypothetical protein		ENOG41											
X8_002777	scaffold_16:285426-287104	+	429	hypothetical protein													
X8_002778	scaffold_16:287642-288396	+	160	translocase of the inner membrane													
X8_002779	scaffold_16:288785-290530	-	546	hypothetical protein		ENOG41											
X8_002780	scaffold_16:292250-292704	-	132	hypothetical protein		ENOG41											
X8_002781	scaffold_16:292926-293736	+	269	hypothetical protein													
X8_002782	scaffold_16:294055-295603	-	308	hypothetical protein													
X8_002783	scaffold_16:296216-298428	+	525	hypothetical protein		ENOG41											
X8_002784	scaffold_16:304032-306762	+	909	hypothetical protein		ENOG41											
X8_002785	scaffold_16:307511-315739	+	1488	hypothetical protein		ENOG41											
X8_002786	scaffold_16:316147-316843	-	164	hypothetical protein													
X8_002787	scaffold_16:317197-318745	-	515	hypothetical protein		ENOG41											
X8_002788	scaffold_16:320299-321053	+	154	hypothetical protein													
X8_002789	scaffold_16:321337-322409	-	338	hypothetical protein													
X8_002790	scaffold_16:323569-324249	+	170	Ubiquitin-conjugating enzyme E2 8													
X8_002791	scaffold_16:324594-328294	+	1199	hypothetical protein		ENOG41											
X8_002792	scaffold_16:328299-331386	-	855	hypothetical protein		ENOG41											
X8_002793	scaffold_16:332069-332549	+	159	hypothetical protein													
X8_002794	scaffold_16:332665-335203	-	829	hypothetical protein													
X8_002795	scaffold_16:335651-340047	+	562	hypothetical protein													
X8_002796	scaffold_16:340165-340711	-	164	hypothetical protein													
X8_002797	scaffold_16:343417-346822	+	1097	hypothetical protein		ENOG41											
X8_002798	scaffold_16:348962-350123	+	386	hypothetical protein													
X8_002799	scaffold_16:350252-354261	-	1293	hypothetical protein													
X8_002800	scaffold_16:354817-358490	-	919	hypothetical protein		ENOG41											
X8_002801	scaffold_16:360661-362650	+	662	hypothetical protein													
X8_002802	scaffold_16:362844-364738	-	598	hypothetical protein													
X8_002803	scaffold_16:367333-368863	+	484	hypothetical protein		ENOG41											
X8_002804	scaffold_16:369345-369773	-	124	hypothetical protein													
X8_002805	scaffold_16:391637-393375	-	540	hypothetical protein		ENOG41											
X8_002806	scaffold_16:394442-396486	+	583	hypothetical protein		ENOG41											
X8_002807	scaffold_16:397012-398053	+	324	hypothetical protein													
X8_002808	scaffold_16:399451-401267	-	388	hypothetical protein		ENOG41											
X8_002809	scaffold_16:402654-403025	+	102	hypothetical protein													
X8_002810	scaffold_16:405199-406411	-	373	hypothetical protein		ENOG41											
X8_002811	scaffold_16:406904-408408	+	367	hypothetical protein		ENOG41											
X8_002812	scaffold_16:409881-412319	-	753	hypothetical protein		ENOG41											
X8_002813	scaffold_16:413381-414134	+	250	hypothetical protein													
X8_002814	scaffold_16:415281-416366	+	263	hypothetical protein													
X8_002815	scaffold_16:418109-420412	-	650	hypothetical protein		ENOG41											
X8_002816	scaffold_16:426429-426918	-	162	hypothetical protein													
X8_002817	scaffold_16:430053-432449	+	406	hypothetical protein													
X8_002818	scaffold_16:444251-444680	-	142	hypothetical protein													
X8_002819	scaffold_16:446064-447087	+	340	hypothetical protein													
X8_002820	scaffold_16:448364-449908	-	436	hypothetical protein		ENOG41											
X8_002821	scaffold_16:451232-455301	-	1306	hypothetical protein													
X8_002822	scaffold_16:455867-456704	-	235	hypothetical protein													
X8_002823	scaffold_16:458058-460313	-	719	hypothetical protein													
X8_002824	scaffold_16:460821-465659	+	1492	hypothetical protein													
X8_002825	scaffold_16:467930-470317	+	759	hypothetical protein		ENOG41											
X8_002826	scaffold_16:471987-472842	-	265	hypothetical protein													
X8_002827	scaffold_16:474846-479212	-	889	hypothetical protein		ENOG41											
X8_002828	scaffold_16:482317-483109	-	263	hypothetical protein		ENOG41											
X8_002829	scaffold_16:485479-485953	+	157	hypothetical protein		ENOG41											
X8_002830	scaffold_16:486764-488468	+	567	hypothetical protein													
X8_002831	scaffold_16:489874-490519	-	214	hypothetical protein		ENOG41											
X8_002832	scaffold_16:492793-493953	-	347	hypothetical protein		ENOG41											
X8_002833	scaffold_16:497982-500152	-	653	hypothetical protein		ENOG41											
X8_002834	scaffold_16:501680-503102	+	473	hypothetical protein		ENOG41											
X8_002835	scaffold_16:503281-507281	-	1021	hypothetical protein													
X8_002836	scaffold_16:507619-509365	+	554	hypothetical protein													
X8_002837	scaffold_16:510524-511717	+	376	Putative mitochondrial 2-oxoglutarate/malate carrier protein													
X8_002838	scaffold_16:516870-518211	+	410	hypothetical protein													
X8_002839	scaffold_16:518850-519705	+	227	hypothetical protein													
X8_002840	scaffold_16:520295-520814	+	172	hypothetical protein													
X8_002841	scaffold_16:521855-522758	-	269	hypothetical protein													
X8_002842	scaffold_16:524129-525118	+	289	hypothetical protein													
X8_002843	scaffold_16:525828-528379	-	459	hypothetical protein		ENOG41											
X8_002844	scaffold_16:528996-529506	+	169	hypothetical protein													
X8_002845	scaffold_16:530188-531810	-	491	hypothetical protein													
X8_002846	scaffold_16:533340-537227	+	1182	hypothetical protein		ENOG41											
X8_002847	scaffold_16:538102-539872	+	589	hypothetical protein		ENOG41											
X8_002848	scaffold_16:544549-545002	-	131	hypothetical protein													
X8_003026	scaffold_17:2179-3421	+	361	hypothetical protein													
X8_003027	scaffold_17:4744-5439	+	216	hypothetical protein													
X8_003028	scaffold_17:11813-13308	+	357	hypothetical protein		ENOG41											
X8_003029	scaffold_17:13802-14874	+	310	hypothetical protein													
X8_003030	scaffold_17:16488-17227	+	195	hypothetical protein													
X8_003031	scaffold_17:17403-18343	-	257	hypothetical protein		ENOG41											
X8_003032	scaffold_17:18859-19567	-	235	hypothetical protein													
X8_003033	scaffold_17:20558-25045	-	1477	hypothetical protein													
X8_003034	scaffold_17:25371-26319	-	297	hypothetical protein													
X8_003035	scaffold_17:28965-30115	+	274	hypothetical protein		ENOG41											
X8_003036	scaffold_17:30821-33525	+	861	hypothetical protein		ENOG41											
X8_003037	scaffold_17:35040-36090	-	349	hypothetical protein		ENOG41											
X8_003038	scaffold_17:37814-44543	+	2065	hypothetical protein													
X8_003039	scaffold_17:45986-46963	-	305	hypothetical protein		ENOG41											
X8_003040	scaffold_17:48887-50995	-	627	hypothetical protein		ENOG41											
X8_003041	scaffold_17:51508-52291	+	209	hypothetical protein		ENOG41											
X8_003042	scaffold_17:52988-55812	+	907	hypothetical protein													
X8_003043	scaffold_17:57085-58996	+	534	hypothetical protein		ENOG41											
X8_003044	scaffold_17:59166-62348	-	1030	hypothetical protein													
X8_003045	scaffold_17:62516-63370	+	239	hypothetical protein													
X8_003046	scaffold_17:63560-64465	-	191	phosphatidylinositol transfer protein csr1													
X8_003047	scaffold_17:67751-68102	+	116	hypothetical protein													
X8_003048	scaffold_17:76365-78020	-	418	hypothetical protein		ENOG41											
X8_003049	scaffold_17:82460-84267	-	559	hypothetical protein		ENOG41											
X8_003050	scaffold_17:84531-88043	+	1151	hypothetical protein		ENOG41											
X8_003051	scaffold_17:89397-90982	-	424	hypothetical protein													
X8_003052	scaffold_17:96384-99067	+	841	hypothetical protein		ENOG41											
X8_003053	scaffold_17:100988-102994	+	387	hypothetical protein													
X8_003054	scaffold_17:104327-108018	+	1158	hypothetical protein													
X8_003055	scaffold_17:108451-110342	+	578	hypothetical protein													
X8_003056	scaffold_17:111331-112975	-	547	hypothetical protein		ENOG41											
X8_003057	scaffold_17:114383-115265	+	293	RNA polymerase II subunit A C-terminal domain phosphatase													
X8_003058	scaffold_17:118707-120197	-	477	hypothetical protein		ENOG41											
X8_003059	scaffold_17:121109-121457	+	115	hypothetical protein													
X8_003060	scaffold_17:121769-124029	-	370	hypothetical protein													
X8_003061	scaffold_17:126251-126631	+	94	hypothetical protein													
X8_003062	scaffold_17:127122-128688	-	521	putative UTP--glucose-1-phosphate uridylyltransferase													
X8_003063	scaffold_17:131311-136034	-	1502	hypothetical protein		ENOG41											
X8_003064	scaffold_17:140820-142769	-	597	hypothetical protein													
X8_003065	scaffold_17:143101-144220	+	372	hypothetical protein													
X8_003066	scaffold_17:144704-147215	-	577	hypothetical protein		ENOG41											
X8_003067	scaffold_17:149210-150228	+	321	hypothetical protein		ENOG41											
X8_003068	scaffold_17:152221-152698	+	158	hypothetical protein													
X8_003069	scaffold_17:153365-157406	+	663	hypothetical protein		ENOG41											
X8_003070	scaffold_17:159801-160458	-	218	hypothetical protein													
X8_003071	scaffold_17:161644-163030	-	461	hypothetical protein		ENOG41											
X8_003072	scaffold_17:163682-164732	+	349	hypothetical protein		ENOG41											
X8_003073	scaffold_17:165336-167639	-	715	hypothetical protein													
X8_003074	scaffold_17:168613-169567	-	317	hypothetical protein													
X8_003075	scaffold_17:171118-172039	-	306	hypothetical protein													
X8_003076	scaffold_17:172585-174088	-	465	hypothetical protein													
X8_003077	scaffold_17:175918-176956	-	329	hypothetical protein													
X8_003078	scaffold_17:180562-185132	+	831	hypothetical protein		ENOG41											
X8_003079	scaffold_17:185885-186863	-	188	hypothetical protein													
X8_003080	scaffold_17:187014-187364	+	97	hypothetical protein													
X8_003081	scaffold_17:187448-188504	+	300	hypothetical protein													
X8_003082	scaffold_17:189863-190693	+	221	hypothetical protein		ENOG41											
X8_003083	scaffold_17:197152-199215	-	553	hypothetical protein													
X8_003084	scaffold_17:200784-203342	+	763	hypothetical protein													
X8_003085	scaffold_17:204051-205409	+	391	hypothetical protein		ENOG41											
X8_003086	scaffold_17:206306-208001	-	564	hypothetical protein		ENOG41											
X8_003087	scaffold_17:209022-210432	-	392	translation elongation factor Tu													
X8_003088	scaffold_17:212100-212889	+	262	hypothetical protein													
X8_003089	scaffold_17:214280-215740	+	451	hypothetical protein													
X8_003090	scaffold_17:215779-217548	-	555	hypothetical protein													
X8_003091	scaffold_17:220327-220840	+	146	hypothetical protein		ENOG41											
X8_003092	scaffold_17:221554-223005	-	466	hypothetical protein													
X8_003093	scaffold_17:223694-225677	-	561	hypothetical protein		ENOG41											
X8_003094	scaffold_17:226251-228487	-	502	hypothetical protein		ENOG41											
X8_003095	scaffold_17:230709-233924	-	1024	hypothetical protein		ENOG41											
X8_003096	scaffold_17:234556-237877	+	1106	hypothetical protein		ENOG41											
X8_003097	scaffold_17:240074-241527	+	394	hypothetical protein		ENOG41											
X8_003098	scaffold_17:243570-247950	-	1372	hypothetical protein													
X8_003099	scaffold_17:248711-249274	-	129	hypothetical protein		ENOG41											
X8_003100	scaffold_17:249636-250992	-	451	hypothetical protein		ENOG41											
X8_003101	scaffold_17:254697-256935	+	451	hypothetical protein													
X8_003102	scaffold_17:257388-260304	-	953	hypothetical protein													
X8_003103	scaffold_17:262755-269547	+	1670	hypothetical protein		ENOG41											
X8_003104	scaffold_17:270568-272733	-	544	hypothetical protein		ENOG41											
X8_003105	scaffold_17:272982-273586	+	184	hypothetical protein		ENOG41											
X8_003106	scaffold_17:274242-278502	+	1242	hypothetical protein													
X8_003107	scaffold_17:278759-281719	-	722	hypothetical protein		ENOG41											
X8_003108	scaffold_17:281985-283662	+	558	hypothetical protein		ENOG41											
X8_003109	scaffold_17:284636-286108	+	469	hypothetical protein		ENOG41											
X8_003110	scaffold_17:290756-296049	-	1729	hypothetical protein													
X8_003111	scaffold_17:296522-298447	+	550	hypothetical protein													
X8_003112	scaffold_17:299055-300231	+	362	hypothetical protein													
X8_003113	scaffold_17:300420-302345	-	541	hypothetical protein													
X8_003114	scaffold_17:302508-304741	+	586	hypothetical protein													
X8_003115	scaffold_17:305021-306722	-	566	hypothetical protein													
X8_003116	scaffold_17:308042-309214	-	367	hypothetical protein		ENOG41											
X8_003117	scaffold_17:310618-311545	+	286	hypothetical protein		ENOG41											
X8_003118	scaffold_17:312594-314917	+	686	hypothetical protein		ENOG41											
X8_003119	scaffold_17:315477-316055	-	170	hypothetical protein													
X8_003120	scaffold_17:317216-318899	-	560	hypothetical protein		ENOG41											
X8_003121	scaffold_17:319453-320705	-	356	hypothetical protein		ENOG41											
X8_003122	scaffold_17:320961-322008	+	348	hypothetical protein													
X8_003123	scaffold_17:322202-326586	+	1429	hypothetical protein		ENOG41											
X8_003124	scaffold_17:326931-329261	-	526	hypothetical protein		ENOG41											
X8_003125	scaffold_17:329661-331665	-	630	hypothetical protein		ENOG41											
X8_003126	scaffold_17:332901-334384	-	330	hypothetical protein													
X8_003127	scaffold_17:335251-336846	-	506	hypothetical protein		ENOG41											
X8_003128	scaffold_17:338370-340664	-	673	hypothetical protein													
X8_003129	scaffold_17:342276-345105	+	942	hypothetical protein		ENOG41											
X8_003130	scaffold_17:345752-349309	-	869	hypothetical protein		ENOG41											
X8_003131	scaffold_17:350475-352514	+	627	hypothetical protein													
X8_003132	scaffold_17:353376-354146	-	234	hypothetical protein													
X8_003133	scaffold_17:355597-356398	+	242	hypothetical protein													
X8_003134	scaffold_17:357564-358119	-	160	hypothetical protein		ENOG41											
X8_003135	scaffold_17:358871-359859	+	293	hypothetical protein		ENOG41											
X8_003136	scaffold_17:362442-368411	+	937	hypothetical protein													
X8_003137	scaffold_17:368757-369770	+	316	hypothetical protein													
X8_003138	scaffold_17:370499-371533	+	310	hypothetical protein													
X8_003139	scaffold_17:371881-372247	-	121	hypothetical protein													
X8_003140	scaffold_17:373439-375667	+	492	hypothetical protein													
X8_003141	scaffold_17:378951-379767	+	271	hypothetical protein													
X8_003142	scaffold_17:380440-380974	+	177	hypothetical protein													
X8_003143	scaffold_17:382934-383513	-	114	60S ribosomal protein L34A													
X8_003144	scaffold_17:383879-390950	+	2356	Pre-mRNA-processing-splicing factor 8													
X8_003145	scaffold_17:391323-392428	-	240	hypothetical protein													
X8_003146	scaffold_17:392800-394863	-	606	hypothetical protein		ENOG41											
X8_003147	scaffold_17:397000-397549	-	182	hypothetical protein		ENOG41											
X8_003148	scaffold_17:399880-400767	-	276	hypothetical protein		ENOG41											
X8_003149	scaffold_17:402049-405863	-	1253	DNA-dependent RNA polymerase II													
X8_003150	scaffold_17:406556-407858	+	351	hypothetical protein		ENOG41											
X8_003151	scaffold_17:408151-409236	-	341	hypothetical protein													
X8_003152	scaffold_17:409722-412102	-	774	hypothetical protein													
X8_003153	scaffold_17:412662-413975	-	402	hypothetical protein													
X8_003154	scaffold_17:414097-415464	+	380	hypothetical protein		ENOG41											
X8_003155	scaffold_17:415926-417453	-	508	hypothetical protein													
X8_003156	scaffold_17:417669-419735	+	605	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase													
X8_003157	scaffold_17:420661-425180	-	1472	hypothetical protein													
X8_003158	scaffold_17:425422-425710	+	95	hypothetical protein													
X8_003159	scaffold_17:426296-429578	-	497	hypothetical protein		ENOG41											
X8_003160	scaffold_17:430697-432553	+	555	hypothetical protein													
X8_003161	scaffold_17:432911-433585	-	135	hypothetical protein		ENOG41											
X8_003162	scaffold_17:434547-437400	-	922	hypothetical protein		ENOG41											
X8_003163	scaffold_17:438017-447247	-	2462	hypothetical protein		ENOG41											
X8_003164	scaffold_17:448659-450346	-	525	hypothetical protein													
X8_003165	scaffold_17:451338-456259	+	1502	hypothetical protein													
X8_003166	scaffold_17:457422-458805	+	460	hypothetical protein		ENOG41											
X8_003167	scaffold_17:459178-459983	+	209	hypothetical protein													
X8_003168	scaffold_17:460382-460706	-	90	hypothetical protein													
X8_003169	scaffold_17:463492-464443	+	223	hypothetical protein		ENOG41											
X8_003170	scaffold_17:465489-467498	+	502	hypothetical protein													
X8_003171	scaffold_17:469750-471217	+	432	hypothetical protein													
X8_003172	scaffold_17:474199-474757	-	150	hypothetical protein		ENOG41											
X8_003173	scaffold_17:475315-476341	-	316	hypothetical protein													
X8_003174	scaffold_17:476593-477773	+	374	hypothetical protein													
X8_003175	scaffold_17:477966-478860	-	262	L-rhamnose-1-dehydrogenase													
X8_003176	scaffold_17:479233-481868	-	594	hypothetical protein		ENOG41											
X8_003177	scaffold_17:483402-484155	+	250	hypothetical protein													
X8_003178	scaffold_17:485642-490643	-	1666	hypothetical protein													
X8_003179	scaffold_17:491115-491699	+	163	hypothetical protein													
X8_003180	scaffold_17:491972-498896	-	1798	hypothetical protein		ENOG41											
X8_003181	scaffold_17:500137-502451	-	514	hypothetical protein													
X8_003182	scaffold_17:502952-504668	-	447	hypothetical protein		ENOG41											
X8_003183	scaffold_17:505526-506204	-	185	hypothetical protein													
X8_003184	scaffold_17:508095-511280	+	1010	hypothetical protein		ENOG41											
X8_003185	scaffold_17:511392-513125	-	560	hypothetical protein		ENOG41											
X8_003186	scaffold_17:513647-514145	+	114	hypothetical protein		ENOG41											
X8_003187	scaffold_17:514478-515069	-	196	hypothetical protein													
X8_003188	scaffold_17:517313-518885	+	523	hypothetical protein		ENOG41											
X8_003189	scaffold_17:520096-521467	+	456	hypothetical protein													
X8_003190	scaffold_17:522222-522563	-	88	40S ribosomal protein S21													
X8_003191	scaffold_17:522826-526716	-	1279	hypothetical protein													
X8_003192	scaffold_17:527500-532949	+	1555	hypothetical protein													
X8_003193	scaffold_17:534237-537873	-	1211	hypothetical protein		ENOG41											
X8_003194	scaffold_17:539113-543188	-	1325	hypothetical protein													
X8_003195	scaffold_17:544364-544967	-	200	hypothetical protein													
X8_003196	scaffold_17:545808-547845	-	580	hypothetical protein		ENOG41											
X8_003197	scaffold_17:548161-550332	+	687	hypothetical protein													
X8_003198	scaffold_17:550619-550937	-	71	hypothetical protein													
X8_003199	scaffold_17:551718-551937	+	72	hypothetical protein													
X8_003200	scaffold_17:551965-552880	+	251	hypothetical protein													
X8_003201	scaffold_17:553375-554296	+	269	hypothetical protein													
X8_003202	scaffold_17:554766-556656	+	629	hypothetical protein		ENOG41											
X8_003203	scaffold_17:558291-559534	-	272	hypothetical protein													
X8_003204	scaffold_17:560180-561828	-	514	hypothetical protein													
X8_003205	scaffold_17:562137-563074	-	277	Peptidyl-prolyl cis-trans isomerase cyp6													
X8_003206	scaffold_17:565442-567016	+	485	hypothetical protein		ENOG41											
X8_003207	scaffold_17:567591-568213	-	136	hypothetical protein													
X8_003208	scaffold_17:569036-570327	+	351	hypothetical protein		ENOG41											
X8_003209	scaffold_17:570834-572274	+	479	hypothetical protein													
X8_003210	scaffold_17:572500-573242	-	121	hypothetical protein													
X8_003211	scaffold_17:574978-577600	+	873	hypothetical protein		ENOG41											
X8_003212	scaffold_17:578354-578671	+	84	hypothetical protein													
X8_003213	scaffold_17:579516-581550	+	677	hypothetical protein		ENOG41											
X8_003450	scaffold_18:1082-5783	-	809	hypothetical protein		ENOG41											
X8_003451	scaffold_18:9156-9712	+	157	hypothetical protein		ENOG41											
X8_003452	scaffold_18:12932-14234	-	363	hypothetical protein		ENOG41											
X8_003453	scaffold_18:15421-17373	-	533	hypothetical protein		ENOG41											
X8_003454	scaffold_18:18220-20066	-	485	hypothetical protein		ENOG41											
X8_003455	scaffold_18:21677-23243	+	521	hypothetical protein		ENOG41											
X8_003456	scaffold_18:23709-25406	-	525	hypothetical protein		ENOG41											
X8_003457	scaffold_18:27464-28420	-	208	hypothetical protein		ENOG41											
X8_003459	scaffold_18:29895-31815	+	639	hypothetical protein		ENOG41											
X8_003460	scaffold_18:31947-33790	-	576	hypothetical protein													
X8_003461	scaffold_18:34886-36613	+	559	hypothetical protein		ENOG41											
X8_003462	scaffold_18:38688-40143	+	484	hypothetical protein													
X8_003463	scaffold_18:46582-47989	-	468	hypothetical protein													
X8_003464	scaffold_18:52919-53615	+	208	hypothetical protein													
X8_003465	scaffold_18:54283-55318	+	344	hypothetical protein													
X8_003466	scaffold_18:55834-56803	+	268	hypothetical protein		ENOG41											
X8_003467	scaffold_18:57192-58775	+	469	hypothetical protein													
X8_003468	scaffold_18:59224-60566	-	426	hypothetical protein		ENOG41											
X8_003469	scaffold_18:61058-62802	+	559	hypothetical protein													
X8_003470	scaffold_18:63272-64424	-	347	hypothetical protein													
X8_003471	scaffold_18:64513-66840	+	688	hypothetical protein													
X8_003472	scaffold_18:67009-67957	-	315	hypothetical protein		ENOG41											
X8_003473	scaffold_18:69245-72390	+	1031	hypothetical protein													
X8_003474	scaffold_18:72639-74068	-	426	hypothetical protein													
X8_003475	scaffold_18:75279-77031	+	528	hypothetical protein													
X8_003476	scaffold_18:77095-77830	-	244	hypothetical protein													
X8_003477	scaffold_18:78047-79069	-	276	hypothetical protein													
X8_003478	scaffold_18:83311-84651	-	286	hypothetical protein													
X8_003479	scaffold_18:85309-90535	-	1595	hypothetical protein		ENOG41											
X8_003480	scaffold_18:91365-92488	-	259	hypothetical protein													
X8_003481	scaffold_18:92713-93504	+	222	ribosome biosynthesis protein nip7													
X8_003482	scaffold_18:93874-94302	-	108	hypothetical protein													
X8_003483	scaffold_18:94596-95658	+	300	hypothetical protein		ENOG41											
X8_003484	scaffold_18:97060-100681	+	803	hypothetical protein													
X8_003485	scaffold_18:102241-104801	+	582	hypothetical protein													
X8_003486	scaffold_18:105121-106248	-	325	Mitochondrial succinate-fumarate transporter													
X8_003487	scaffold_18:106948-109066	+	652	hypothetical protein													
X8_003488	scaffold_18:109996-110801	+	240	hypothetical protein		ENOG41											
X8_003489	scaffold_18:111612-113323	-	531	hypothetical protein		ENOG41											
X8_003490	scaffold_18:114432-114804	+	123	hypothetical protein		ENOG41											
X8_003491	scaffold_18:116238-119119	-	927	hypothetical protein		ENOG41											
X8_003492	scaffold_18:120117-124598	+	1417	hypothetical protein		ENOG41											
X8_003493	scaffold_18:124754-125610	-	253	hypothetical protein													
X8_003494	scaffold_18:127029-129280	+	693	hypothetical protein													
X8_003495	scaffold_18:129918-136920	+	1670	hypothetical protein													
X8_003496	scaffold_18:137692-139881	+	400	hypothetical protein		ENOG41											
X8_003497	scaffold_18:140437-142094	-	530	hypothetical protein		ENOG41											
X8_003498	scaffold_18:142455-144006	-	516	hypothetical protein													
X8_003499	scaffold_18:145134-146761	-	492	hypothetical protein													
X8_003500	scaffold_18:147171-148915	+	520	hypothetical protein		ENOG41											
X8_003501	scaffold_18:151682-155733	+	1189	hypothetical protein		ENOG41											
X8_003502	scaffold_18:156982-158028	-	327	hypothetical protein		ENOG41											
X8_003503	scaffold_18:159023-159669	+	194	hypothetical protein													
X8_003504	scaffold_18:159901-162394	-	830	hypothetical protein		ENOG41											
X8_003505	scaffold_18:163774-164686	+	285	hypothetical protein		ENOG41											
X8_003506	scaffold_18:165968-166728	+	186	hypothetical protein		ENOG41											
X8_003507	scaffold_18:166772-167320	-	116	hypothetical protein		ENOG41											
X8_003508	scaffold_18:172504-172834	+	109	hypothetical protein													
X8_003509	scaffold_18:175678-181393	-	1826	hypothetical protein		ENOG41											
X8_003510	scaffold_18:181738-182801	+	338	hypothetical protein		ENOG41											
X8_003511	scaffold_18:183024-183759	-	207	hypothetical protein		ENOG41											
